,0,1,2,3,4,5,6
0,Food,Fat,Fiber,Protein,Carbohydrates,Water,Salt
1,,(%),(%),(%),(%),(%),(g.)
2,Guacamole,17.00,10.70,1.80,10.60,58.40,1.50
3,Virgin olive oil,100.00,-,-,,,-
4,Tortellini,5.60,-,9.40,38.90,45.33,0.77
5,Basil hummus,23.00,-,7.00,9.00,59.90,1.10
6,Creamed,4.30,1.40,1.40,3.70,88.48,0.72
7,spinach,,,,,,
8,Vegetable,1.50,-,11.00,72.00,15.47,0.01
9,pasta,,,,,,
10,Pesto sauce,33.00,2.60,6.50,10.00,45.40,2.50
11,Green tea,35.00,-,4.00,58.00,<3.00,0.30
12,chocolate,,,,,,
13,Avocado juice,2.00,-,0.40,8.70,88.80,0.10
14,Kiwi juice,<0.10,0.60,0.40,11.40,87.50,0.10
