,0,1,2,3,4
0,Property,1x,3x,5x,10x
1,Low water solubility (<0.05 mg/L),0,1.4,4.8,13.7
2,High water solubility (>5 mg/L),12,11.1,15.7,33.3
3,High LogP (>4.3),68.8,66.2,56.1,38.7
4,High molar mass (>165 g/mol),0,8.0,20.7,40.6
5,High polarizability (> 21  10-24 cm3),0,8.0,20.7,40.6
6,High polarizability (> 21  10-24 cm3),0,1.4,9.2,23.1
7,High boiling point (>214 C),0,7.6,20.5,47.0
8,High heat of vaporisation (>44 kJ mol-1),0,7.6,20.5,47.0
9,High density>870 kg m-3,24.7,28.3,39.8,57.0
10,High refractive index (>1.47),24.7,22.1,24.1,23.7
11,Calculated density (kgm-3),842.9,840.3,844.9,855.9
12,Calculated refractive index,1.471,1.470,1.469,1.468
