,0,1,2,3,4,5,6,7,8
0,Botanic family,Common,MeanSD,Median [IQR],Range,FoodEx2,No.of,No.of,No.of
1,,vegetable,,,,code,samplesa,references b,country of
2,,name,,,,,,,sampling
3,Herbs,,,,,,,,
4,Amaryllidaceae,Garlic chive,1751.14 1880.73,1100.00 [895.00-1700.00],140.00-5828.00,AOOXE,75,5,4
5,,Chive,503.60  350.16,380.00 [309.50-710.00],119.00-1490.00,AOOXD,182,8,6
6,Apiaceae,"Celery, Chinese",1887.62  1080.48,1522.00 [1283.75-2875.00],412.00-3400.00,AOOXA,104,5,4
7,,Cilantro,1665.79 1258.58,1173.00 [693.45-2484.00],240.00-4273.00,AOOXF,201,17,9
8,,Fennel,1286.64  775.27,1103.02 [817.25-1751.05],313.30-3261.00,AOOXL,220,12,10
9,,Parsley,1017.77 971.01,735.00 (362.591427.85),26.30-5628.00,AOOYE,1014,43,23
10,,Dill,889.90  1077.88,370.25 [152.69-1000.90],54.00-3911.00,AOOXH,198,19,11
11,Asteraceae,Tarragon,613.44  1466.33,139.00 [44.30-142.43],26.00-4240.00,AOOYP,28,5,1
12,Boraginaceae,Borage,2448.38  1336.63,1918.00 [1688.16-2943.40],1458.33-3968.80,AOOVY,31,3,3
13,Lamiaceae,Basil,1912.21  1220.64,1790.90 [1036.90-2360.00],55.80-5314.00,A00VV,170,12,8
14,,Mint,758.98  740.78,465.00 [197.00-1170.00],26.15-2790.00,AOOXZ,62,11,5
15,Papaveraceae,Fumitory,903.92  1017.11,603.24 [86.97-1336.75],31.83-2431.00,AOD5K,18,3,1
16,Spices,,,,,,,,
17,Fabaceae,Fenugreek,1489.90 2204.09,757.00 [140.94-1700.00],2.00-6743.00,A018H,83,10,4
18,Zingiberaceae,Ginger,1228.91  730.96,1300.00 (800.00-1300.00),70.00-2659.00,A01AB,53,7,5
19,Fruits,,,,,,,,
20,Actinidiaceae,Kiwi,60.67  34.21,66.05 [52.88-73.85],14.10-96.50,AO1JT,22,3,2
21,Cucurbitaceae,Watermelon,54.14  34.28,51.94 (34.60-84.85),1.10-110.00,AOOKJ,158,10,7
22,Lauraceae,Avocado,323.66  621.56,14.33 [12.29-325.70],10.00-1256.00,A01LB,14,4,4
23,Musaceae,Banana,194.92  142.88,141.50 [106.00-241.07],45.00-444.00,AO1LC,76,9,7
24,Rosaceae,Strawberry,100.54  42.09,101.40 (73.53-123.19),24.00-171.00,A01EA,136,10,9
25,,Apple,41.68 49.55,16.67 (9.08-59.46),0.10-194.70,AO1DJ,397,15,12
26,,Pear,47.27  52.44,15.00 [4.56-79.36],0.89-173.00,A01DP,403,10,7
27,,Nectarine,12.33 17.85,6.62 [1.03-12.00],0.74-47.06,A01GN,25,3,2
28,,Plum,35.46  61.09,6.41 [3.81 -38.05],2.02-127.00,A01GQ,36,3,3
29,,Peach,18.01 27.35,5.40 [1.34-10.00],0.65-74.90,A01GM,99,7,6
30,,Apricot,21.89 34.71,4.12 [1.20-17.93],0.54-102.32,A01GF,41,3,3
31,Rutaceae,Orange,34.13  40.39,13.00 [10.20-45.90],7.69-132.00,AODZB,41,10,7
32,Vitaceae,Grape,40.37  41.41,25.16 [14.12-60.25],2.65-160.00,AODVE,123,8,7
33,Cereals,,,,,,,,
34,Poaceae,Rice,29.97  75.36,2.77 [1.09-10.46],1.04-243.00,A001D,51,6,6
35,Pulses,,,,,,,,
36,Fabaceae,Common bean,421.45  302.21,412.00 [171.00-528.50],88.00-1145.00,A012S,120,6,5
37,,(dry),,,,,,,
38,,Faba bean (dry),294.60  215.16,354.00 [120.00-470.00],21.00-508.00,A013H,62,5,5
