,0,1,2,3
0,Compound,Product ions (Da),,
1,,Quantifier,Qualifiers,
2,Vitamin D3[13Cs] PTAD MA,596.4-298.2,596.4-280.2,596.4-161.1
3,Vitamin D PTAD MA,591.5-298.3,591.5-280.3,591.5-161.2
4,25(OH)D3[13Cs] PTAD MA,612.4-298.2,612.4-280.2,612.4-160.9
5,25(OHDPTAD MA,607.5-298.2,607.5-280.3,607.5-161.2
6,Vitamin D[H3] PTAD MA,606.6-301.2,606.6-283.3,606.6-164.1
7,Vitamin DPTAD MA,603.5-298.3,603.5-280.2,603.5-161.1
8,25(OHD[H] PTAD MA,622.6-301.3,622.6-283.3,622.6-164.2
9,25(OHDPTAD MA,619.5-298.2,619.5-280.2,619.5-161.2
