,0,1,2,3,4,5,6
0,Varieties,Main components (%),Extraction method,Characterization or,Identified,,Ref.
1,(Stages),,,analysis methods (s),Num.,%,
2,Luteus,"-Ionone40.32,-Linalool27.71,-Linalool(9.53),Dihydro--ionone",HS-SPME,GC-MS,14,98.78,"Deng et al.,"
3,,"6.78), trans-Linalool oxide (1.72), cis-Linalool oxide (3.67),-Ionone",,,,,2004
4,,"(4.24), -Decalactone (3.63)",,,,,
5,Albus,"-Linalool(39.46), -Ionone (28.32), trans-Linalool oxide (7.11), cis-",HS-SPME,GC-MS,14,97.52,
6,,"Linalool oxide (9.63), -Ionone (4.61), Capraldehyde(2.54), 2,2-Dihydro-",,,,,
7,,-ionone (2.32,,,,,
8,Luteus,"Linalool oxide (29.81), 4-(2,6,6-Trimethyl-cyclohex-1-enyl)-butan-2-ol",SteamDistillation,GCMS,51,94.67,"Hu et al.,"
9,,"(18.73), (E)-Furan linalool oxide (16.78), Hexadecanoic acid (3.88),",,,,,2009
10,,"Nonanal1.24),-Linalool(3.17,Tetradecanal1.29)",,,,,
11,Aurantiacus,"Nonanal13.11,Linalool oxide 12.71,Octadecanal8.59),E-Furan",SteamDistillation,GCMS,45,92.28,
12,,"linalool oxide (6.66), -Linalool (5.85), Tetrahydroionone (4.15),",,,,,
13,Albus,"-Ionone (38.53),Linalool(26.65),-Ionone(9.43),2H--Ionone8.37)",SPME,GCMS,15,95.46,Fu et al.
14,,"trans-Linalool oxide (4.64), cis-Linalool oxide (3.21), -Decalactone",,,,,2019
15,,1.65,,,,,
16,Luteus,"-Ionone (36.3) Linalool (33.35,-Ionone (8.52), trans-Linalool oxide",SPME,GCMS,13,92.56,
17,,"5.07),cis-Linalool oxide 3.94),2H--Ionone 2)",,,,,
18,Aurantiacus,"Z-Ocimene 31.17,Linalool24.6),-Ionone 16.26),y-Decalactone",SPME,GCMS,20,97.4,
19,,"(8.07), trans-Linalool oxide (4.62), cis-Linalool oxide (2.77), -Ionone",,,,,
20,,"3.53),2H--Ionone(2.12",,,,,
21,Asiaticus,"-Ionone (28.03), Linalool(13.8), trans-2H--Ionone (16.7), Linalool",SPME,GC-MS,20,91.28,
22,,"oxide (4.62),(Z)-3-Hexen-1-ol, acetate (3.24), cis-Linalool oxide (2.46),",,,,,
23,,y-Decalactone(1.85,,,,,
24,Xiangyan stage,"24H)-Benzofuranone,5,6,7,7A-tetrahydro-4,4,7A-trimethyl-29.73",HS-SPME,GCMS,24,93.89,"Wang et al.,"
