,0,1,2,3,4,5
0,Laminaria digitata,Extraction method,,,,
1,Fatty acids,Direct transmethylation,Chloroform/methanol,Ethanol,Hexane,Ethanol/hexane
2,[% of total fatty acids],,,,,
3,12:0,n.d.,n.d.,n.d.,0.920.26,n.d.
4,14:0,7.920.34,7.831.18,8.73 0.28,7.410.33,7.29  0.82
5,16:0,19.170.55,29.88 0.47,22.810.57,29.491.98,35.44  4.43
6,18:0,1.300.65,2.850.30,1.560.27,5.691.19,4.85 0.88
7,Sum SFA,28.40  1.22,40.571.40,33.09  0.74,43.51  2.75,47.57 4.50
8,16:1,4.58  1.40,5.34  0.20,4.77 0.55,5.59  0.89,5.45 0.55
9,18:1,12.620.38,8.97  5.25,12.860.39,10.470.86,10.221.01
10,Sum MUFA,17.191.11,14.315.05,17.630.18,16.061.33,15.661.37
11,18:2n-6,4.800.48,4.980.29,5.99 0.10,5.580.49,6.35  1.00
12,18:3 n-6,7.100.17,6.08  0.27,6.24  0.26,4.84  0.51,4.63  0.74
13,18:4n-3,12.851.03,11.820.92,14.450.29,6.72 1.57,5.76  0.23
14,20:2 n-3,n.d.,n.d.,n.d.,n.d.,n.d.
15,20:3n-6,0.660.17,n.d.,n.d.,n.d.,n.d.
16,20:4 n-6,10.190.87,8.111.12,6.67 0.46,9.081.11,5.080.66
17,20:4 n-3,0.640.15,n.d.,n.d.,n.d.,n.d.
18,20:5n-3,13.690.45,11.72  1.72,14.68  0.13,13.152.15,11.131.69
19,22:6 n-3,n.d.,n.d.,n.d.,n.d.,n.d.
20,Sum PUFA,49.933.06,42.71+4.10,48.040.88,39.372.36,32.934.22
21,Sum n-3,27.181.61,23.542.49,29.130.16,19.870.95,16.881.85
22,Sum n-6,22.75  1.60,19.17  1.64,18.90  0.81,19.50  1.43,16.05  2.38
23,Ratio n-3/n-6,1.20  0.05,1.230.04,1.540.06,1.020.03,1.060.05
24,Other,4.48  1.42,2.42 0.12,1.250.08,1.060.03,3.830.54
25,Total FA in% of DW,1.03  0.08,0.73  0.04,0.38  0.02,0.29  0.02,0.110.01
26,Yield of FA in % of direct transmeth.,,77.031.81,40.46 4.47,30.060.06,11.570.25
27,Crude lipid extract in % DW,,3.520.28,1.98  0.41,2.770.65,1.330.56
28,% of FA in crude lipid extract,,20.97 2.61,20.07  4.80,10.752.87,9.54  4.52
