,0,1,2,3,4
0,Product,APS*,Purpose,Company /,Reference
1,,,,Country,
2,"Pasta,oil,",Insects,Food products,Thailand,https://www
3,"chili, tea,",,fortified with,Unique/,thailandunique
4,and,,insect protein,Thailand,com/
5,flavored,,powder,,
6,snacks,,,,
7,"Snacks,",Insects,Food products,Jimini's/,https://www.ji
8,protein,,fortified with,France,minis.com/en/
9,"bars, pasta,",,insect protein,,
10,and,,powder,,
11,granolas,,,,
12,Beer,Insects,Beer flavored,Belgium,https://www.
13,,,with protein,,beetlesbeer.be
14,,,from insects,,/en/
15,Nutritional,Yeast,Nutritional,Amazon/,https://www
16,yeast,,yeast (flake for,Product of,amazon.com/
17,dietary,,use as a cheese,Estonia,stores/
18,supplement,,replacement or,Packaged in,Revly/Homepa
19,,,to add flavor to,USA,ge/page/944
20,,,vegetables and,,6DF01-C5BD-4
21,,,popcorn.,,950-B126-F140
22,,,,,E8D34540
23,Meat-like,Red and,Sustainable,Triton Algae,https://www.
24,compounds,green,Plant-based,Inovations/,tritonai.com/
25,from a non-,algae,protein uses,USA,
26,GMO,,non-GMO,,
27,organism,,processes to,,
28,,,produce a,,
29,,,completely,,
30,,,vegan plant,,
31,,,protein made,,
32,,,from red and,,
33,,,green alga,,
34,,,products.,,
35,"Burgers,","Peas,",Sustainable,Beyond,https://www.
36,ground,mung,plant-based,Meat/USA,beyondmeat.
37,"meat,","beans,",meats made,,com/
38,"sausage,",faba,combining,,
39,"meatballs,",beans,expert,,
40,and beef,and,innovation with,,
41,,brown,"simple, non-",,
42,,rice,GMO,,
43,,,ingredients.,,
