,0,1,2,3,4,5,6,7
0,Adsorbents,Food,Aflatoxins,Adsorption,Initial concentration of,Adsorbent dosage per,Temperature and time of,Ref.
1,,,,,aflatoxin in food,mL/g of sample,adsorption,
2,Magnetic graphene,Vegetable,AFB1,86.3%,16.1 g.L-1,10.0 mg,37C,"Ji&Xie,2020)"
3,oxide,oil,,,,10.0 mg, 40 min,
4,Magnetic,Peanut oils,AFB1,86.8%,33.8 g.kg~1,3.0 mg,50,"Ji &Xie,2021)"
5,attapulgite,,,,,,1h,
6,PDA/PEI-coated,Apple juice,AFB1,71.1%,100.0 g.-kg-1,Not mentioned,Not mentioned,"S. Li, Luo,Fan Chen"
7,membranes,,AFB1,,,,,"&Wan,2018)"
8,PDA-PS NFsM,Edible oil*,AFB1,84.8-86.5%,50.0 g.L-1,2.5 mg,25,this work
9,,,AFG1,85.488.2%,,2.5 mg,1h,
10,,,AFG1,86.888.1%,,,,
11,,,AFB1,84.089.2%,,,,
12,,Liquor*,AFB1,88.1%,50.0 g.L-1,,,
13,,,AFB2,87.0%,,,,
14,,,AFG1,86.2%,,,,
15,,,AFG2,81.4%,,,,
16,,Soy sauce,AFB1,88.7%,50.0 g.L~1,,,
17,,,AFG1,83.0%,,,,
18,,,AFG1,85.2%,,,,
19,,,AFG2,89.3%,,,,
20,,Rice,AFB1,85.5%,50.0 g.L1,,,
21,,vinegar,AFB2,82.1%,,,,
22,,,AFG1,82.2%,,,,
23,,Milk,AFM1,76.5%,25.0 g.L-1,,,
