,0,1,2,3,4,5,6,7,8
0,Botanic family,Common,MeanSD,Median [IQR],Range,FoodEx2,No.of,No.of,No. of country of
1,,vegetable name,,,,code,samples a,references b,sampling
2,Portulacacea,Purslane,3059.14  1577.89,3001.78[1806.00-4254.92],1533.004700.00,AOOMP,55,3,3
3,Valerianaceas,Cornsalad,2583.40 1274.76,2736.00 [1821.00-3629.15],132.004727.70,AOOKT,1504,13,8
4,Stem & shoot,,,,,,,,
5,vegetables,,,,,,,,
6,Apiaceae,Celery,1646.23 1353.33,1251.88 [723.84-2174.50],10.00-8200.24,AOORY,1197,43,25
7,Asparagaceae,Asparagus,72.83  58.34,64.40 [22.00112.30],8.40-209.00,AOORT,372,15,10
8,Asteraceae,Asparagus lettuce,3505.983567.75,2154.00 [1300.00-3480.22],8.502529.00,AOORZ,95,5,4
9,,Chicory,661.19 733.01,494.00 (237.95615.35),8.502529.00,,95,9,5
10,Brassicaceae,Garden cress,1916.12  1136.39,2158.30 [743.25-2569.00],74.40-4319.00,AOOSM,64,8,5
11,,Kohlrabi,1294.14  765.50,1188.16 [864.50-1740.75],130.00-2919.36,A00GV,553,16,12
12,Poaceae,Bamboo shoots,196.15  229.61,130.00 [62.10130.00],56.67-602.00,AOORV,29,5,4
13,Polygonaceae,Rhubarb,829.56  1188.26,421.80 [201.00432.00],150.002943.00,AOOSD,88,5,4
14,Root vegetables,,,,,,,,
15,Apiaceae,Celeriac,450.45  331.27,325.30 [201.50649.35],86.00-1300.00,A0OQJ,559,11,8
16,,Carrot,159.41  170.15,100.00 [52.17204.75],1.00-1454.00,AOOQH,5704,89,39
17,,Salsify,94.38  94.88,70.50 [38.7595.75],10.00-340.00,AOOQR,42,8,6
18,Asteraceae,Salsify,1490.35  2370.27,217.94 [122.972221.52],28.00-4225.10,AOORA,7,3,3
19,,Black salsify,2320.63  3902.62,92.00 [67.503459.45],43.006826.90,AOORC,21,3,3
20,Brassicaceae,"Radish,white",1601.85  888.92,1500.00 [1200.002000.00],130.003600.00,A0OQY,448,12,7
