,0,1,2,3,4,5,6,7,8,9,10
0,Synthetic,Spiked sample,Spiking,Intra-day (Day 1 (n = 9)),Intra-day (Day 1 (n = 9)),,,Intra-day(Day 2(n=9,,,
1,dye,,kg~1),Average,SD,Precision,Accuracy,Average,SD,Precision,Accuracy
2,,,kg~1),concentration,,"(RSD, %)","(Recovery,",concentration,,"(RSD, %)","(Recovery,"
3,,,,measured (mg,,"(RSD, %)",%),kg-1,,,%)
4,,,,kg,,,,kg-1,,,
5,,Jellied,100,98.625,4.192,4.25,98.63,98.637,3.540,3.59,98.64
6,,marmalade,,,,,,,,,
7,,Supplements,250,226.235,10.333,4.57,90.49,224.104,9.171,4.09,89.64
8,E 133,Soft drink,1,1.069,0.042,3.93,106.90,1.060,0.022,2.10,106.00
9,,Ice cream,50,51.719,2.918,5.64,103.44,51.623,2.078,4.02,103.25
10,,Jellied,100,100.448,2.494,2.48,100.45,101.063,1.708,1.69,101.06
11,,marmalade,,,,,,,,,
12,,Supplements,250,240.690,11.222,4.66,106.70,242.395,9.854,4.07,96.96
13,E 142,Soft drink,1,1.067,0.012,1.16,106.70,1.063,0.008,0.71,106.30
14,,Ice cream,50,47.860,1.969,4.11,95.72,48.139,1.849,3.84,96.28
15,,Jellied,100,94.404,1.436,1.52,94.40,94.244,2.306,2.45,94.24
16,,marmalade,,,,,,,,,
17,E 143,Soft drink,1,1.046,0.025,2.39,104.60,1.065,0.033,3.10,106.50
18,,Ice cream,50,47.737,2.129,4.46,95.47,48.177,1.142,2.37,96.35
19,,Jellied,100,97.942,3.003,3.07,97.94,98.880,2.240,2.27,98.88
20,,marmalade,,,,,,,,,
21,,Supplements,250,248.343,2.603,1.05,99.34,247.245,2.855,1.15,98.90
22,E151,Soft drink,1,1.043,0.027,2.59,104.30,1.035,0.021,2.03,103.50
23,,Ice cream,50,52.033,2.011,3.86,104.07,52.258,1.448,2.77,104.52
24,,Jellied,100,96.970,2.676,2.76,96.97,96.762,2.185,2.26,96.76
25,,marmalade,,,,,,,,,
26,,Supplements,250,235.165,9.596,4.08,94.07,235.321,,9.813 4.17,
27,,,,,,,,,,94.13,
