,0,1,2,3
0,Parameters,Parameters,Hairless canary seed flour,Wheat flour
1,,Physical properties,,
2,,Loaf volume(cm3,425b,825a
3,,Specific volume(cm/g,2.2b,5.9a
4,,Hunterlab crust colour,,
5,L,,34.4a,24.9b
6,a,,12.2a,8.4b
7,b,,14.4a,7.3b
8,,Hunterlab crumb colour,,
9,L,,58.7b,81.8a
10,a,,1.7a,-0.14b
11,b,,19.3a,16.0b
12,,Chemical contents,,
13,,Starch (g/100 g),61.6b,67.6a
14,,Protein(g/100 g),21.7a,14.9b
15,,Total dietary fibre(g/100 g,3.0b,4.5a
16,Fatg/100 g),Fatg/100 g),6.6a,2.5b
17,Ash(g/100 g),Ash(g/100 g),2.34a,2.29b
