,0,1,2,3,4
0,Phospholipids,Abbreviation,50% purity soy lecithin,70% purity soy lecithin,98% purity soy lecithin
1,sterol,AcHexSiE/AcHexCmE,1.98%,0.25%,0.01%
2,cardiolipin,CL,0.03%,0.02%,0.02%
3,ceramides,Cer,0.15%,0.12%,0.01%
4,diglyceride,DG,1.35%,0.21%,ND
5,digalactosyldiacylglycerol,DGDG,0.11%,0.02%,0.18%
6,hexosaccharide ceramide,HexCer,1.31%,0.58%,ND
7,lysophosphatidylcholine,LPC,30.24%,14.64%,1.60%
8,phosphatidylcholine,PC,59.34%,79.99%,92.60%
9,phosphatidylethanolamine,PE,2.04%,0.01%,0.07%
10,phosphatidylglycerol,PG,0.11%,0.00%,ND
11,sphingomyelin,SM,0.30%,0.02%,ND
12,triglyceride,TG,1.44%,0.18%,2.21%
13,wax esters,WE,0.51%,0.14%,0.05%
14,lysophosphatidylethanolamine,LPE,0.10%,ND,ND
15,phosphatidylineositol,PI,0.03%,0.07%,0.01%
16,phosphatidylserine,PS,0.03%,0.01%,0.10%
17,dimethylphosphatidylethanolamine,dMePE,0.02%,0.04%,0.84%
