,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,,,,,,,,,Effects,,
1,,,,,,,,,,,,of,Effects,Effects
2,,,,,,,,,,,,beta-,of,of
3,,,,,,,,,,,,alanine,beta-,beta-
4,,,,,Sample size,,,,,,,on,alanine,alanine
5,,,Study,,(intervention/,,Body analyzer,Mean,Mean,Beta-alanine,,body,on,on
6,Study,Participants,design,Exercise intervention,control),Duration,method,age,BFP,group,Control group,mass*,BFP*,FFM*
7,Askari et al.,Resistance-,RA/PC,RT. The program consisted of 8,20 (10/10),8 wk,Skinfold,17.4,14.1,4.8 g/d beta-,4.8 g/d,,,ND
8,2019,trained,(Parallel),exercises of all major muscle,,,thickness,,,alanine,polydextrose,,,
9,,men,,"groups, three sets of 8-12 RM",,,measurement,,,,,,,
10,,,,"with 70-80% of 1RM, 3",,,,,,,,,,
11,,,,"sessions/week, and 85 min/",,,,,,,,,,
12,,,,session.,,,,,,,,,,
13,Jaffe et al.,Physically,RA/DB/,Moderate to maximal-effort total,30 (16/14),6 wk,Bod Pod,20.5,15.3,6 g/d beta-,6 g/d,ND,,
14,2018,active,PC,"body weight lifting, sprinting,",,,,,,alanine,maltodextrin,,,
15,,males,(Parallel),"plyometric exercises, and",,,,,,,,,,
16,,,,regular endurance training,,,,,,,,,,
17,Wang et al.,Recreationally,RA/DB/,CT.5-7 hours of resistance or,19 (11/8),4 wk,Bod Pod,22.6,19.4,6.4 g/d beta-,6.4 g/d rice,H,,ND
18,2018,active men,PC,endurance training per week,,,,,,alanine,powder,,,
19,,,(Parallel),(8 training sessions over,19 (10/9),4 wk,Bod Pod,22.6,15,6.4 g/d beta-,6.4 g/d rice,,,ND
20,,,,4 weeks) in normoxia or,,,,,,alanine,powder,,,
21,,,,hypoxia,,,,,,,,,,
22,Glenn et al.,female,RA/DB/,ET. Details were ND .,22 (11/11),4wk,DXA,53.5,30.5,3.2 g/d beta-,32 g dextrose,ND,,ND
23,2016,masters,PC,,,,,,,alanine +,,,,
24,,cyclists,(Parallel),,,,,,,32g,,,,
25,,,,,,,,,,dextrose,,,,
26,Gross et al.,professional,DB/PC,CT. it consists of high volumes of,9 (5/4),5 wk,Skinfold,19.5,12.7,4.8 g/d beta-,4.8 g/d,,,ND
27,2014,alpine,(Parallel),strength and conditioning,,,thickness,,,alanine,maltodextrin,,,
28,,skiers,,training and on-snow ski,,,measurement,,,,,,,
29,,,,training.,,,,,,,,,,
