,0,1,2,3,4,5,6,7,8,9,10
0,Variables,,,PUFAg2,,,,,PUFA(% of energy3,,
1,,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend
2,Total,8.3  0.1,8.0  0.1,8.5  0.1,8.9  0.2,0.0002,4.4  0.1,4.3  0.1,4.6  0.1,4.7  0.1,0.0001
3,Sex,,,,,,,,,,
4,Male,8.7  0.2,8.60.2,9.10.2,9.7  0.2,0.0001,4.3  0.1,4.30.1,4.7  0.1,4.8  0.1,0.0001
5,Female,7.9 0.1,7.4  0.2,7.8  0.2,8.0  0.2,0.3208,4.4  0.1,4.20.1,4.6  0.1,4.60.1,0.0024
6,Age (yrs),,,,,,,,,,
7,35,6.5  0.1,6.4  0.2,6.8  0.2,7.0  0.2,0.0020,4.1  0.1,4.1  0.1,4.5  0.1,4.5  0.1,0.0001
8,6-8,8.5  0.2,8.0  0.2,8.6  0.2,9.3  0.3,0.0009,4.4  0.1,4.3  0.1,4.7  0.1,4.9  0.1,0.0001
9,9-11,9.9  0.2,9.6  0.2,10.0  0.2,10.3  0.3,0.1266,4.5  0.1,4.5  0.1,4.8  0.1,4.8  0.1,0.0042
10,Living area,,,,,,,,,,
11,Urban,8.5  0.1,8.2  0.1,8.6  0.1,9.0  0.2,0.0026,4.4  0.1,4.3  0.1,4.7 0.1,4.8  0.1,0.0001
12,Rural,7.8  0.2,7.60.3,8.4  0.3,8.6  0.4,0.0084,4.2  0.1,4.10.1,4.7  0.2,4.8  0.2,0.0001
13,Household income,,,,,,,,,,
14,Lowest,7.7  0.4,7.6 0.3,7.9  0.3,9.30.6,0.0237,4.2  0.2,4.0  0.2,4.4  0.2,5.1  0.3,0.0048
15,Medium-low,8.4  0.2,7.9  0.2,8.3  0.2,8.8  0.3,0.1651,4.4  0.1,4.3  0.1,4.6  0.1,4.8  0.1,0.0053
16,Medium-high,8.2  0.2,8.1  0.2,8.7  0.2,8.8  0.3,0.0017,4.3  0.1,4.4  0.1,4.7  0.1,4.7  0.1,<0.0001
17,Highest,8.6  0.2,8.2  0.3,8.7  0.3,8.9  0.3,0.1932,4.5  0.1,4.3  0.1,4.7  0.1,4.7  0.1,0.0351
