,0,1,2,3
0,Characteristics,Total,Northern,Southern
1,Household income level*,,,
2,Low,9 (1.5%),8 (2.5%),1 (0.4%)
3,Medium,124 (20.8%),110 (34.0%),14 (5.2%)
4,High,204 (34.3%),56 (17.2%),148 (54.5%)
5,Unclear,258 (43.4%),150 (46.3%),108 (39.9%)
6,BMI (Kg/m2),,,
7,18.5<,13 (2.2%),4 (1.2%),9 (3.3%)
8,18.5-23.9,300 (50.4%),143 (44.1%),157 (57.9%)
9,24,282 (47.4%),177 (54.7%),105 (38.8%)
10,The number of 24 h recalls,,,
11,23,4 (0.7%),1 (0.3%),3 (1.1%)
12,24,4 (0.7%),4 (1.2%),0 (0%)
13,25,5 (0.8%),1 (0.3%),4 (1.5%)
14,26,12 (2.0%),5 (1.5%),7 (2.6%)
15,27,56 (9.4%),29 (9.0%),27 (10.0%)
16,28,514 (86.4%),284 (87.7%),230 (84.8%)
