,0,1
0,"sLo""xsS sLoF3.9 xwI uaw OIgic & UV-B gx 9 9aLI uaaL jI osLxwI yI","sLo""xsS sLoF3.9 xwI uaw OIgic & UV-B gx 9 9aLI uaaL jI osLxwI yI"
1,E16 sIgo L oui Si s9S,
2,olylL)logwigsb&leo9sjiglaspglcokalslicLuo9solspglcoualslic&leosap9pglcog5swl:Jgenoowmgi-t,olylL)logwigsb&leo9sjiglaspglcokalslicLuo9solspglcoualslic&leosap9pglcog5swl:Jgenoowmgi-t
3,,hojjati@asnrukh.ac.ir : gSJl C.
4,JllloglwjgbLogsjgLaspgleokalslicLo9olpglcouallicLosww9pglcogals-P,JllloglwjgbLogsjgLaspgleokalslicLo9olpglcouallicLosww9pglcogals-P
5,Ulx1-illgljg&LgSjglaspglc okaslicleogcol pgle oals lieLuo5wg pglc ogLals-r,Ulx1-illgljg&LgSjglaspglc okaslicleogcol pgle oals lieLuo5wg pglc ogLals-r
6,,F.191YL
7,sgsslsl9xwlOlgicagag(UV-B)Gab-lglgxgasogowa,sgsslsl9xwlOlgicagag(UV-B)Gab-lglgxgasogowa
8,,sxElsslggdouSa
9,UV-Lag(dasV1dd11dyeo)LoLolg7cbleL gaIaaLccL dooLkwsj1gbo:b9go1go,UV-Lag(dasV1dd11dyeo)LoLolg7cbleL gaIaaLccL dooLkwsj1gbo:b9go1go
10,,oslew1(aa3s1p9.yeoLoJolgB
11,SwS9y uoj 1seo uaoL CcL sg gww Sa> jI L gaI g UV-B jLauaw jI osLbw1 d5 ws1s gLa TW :loaiob,SwS9y uoj 1seo uaoL CcL sg gww Sa> jI L gaI g UV-B jLauaw jI osLbw1 d5 ws1s gLa TW :loaiob
12,wLodigaol.9s1oso1jo1goUV-Bgga1jlglojaooslo1bj1.coL.clj1olwdgadCumigalgB,wLodigaol.9s1oso1jo1goUV-Bgga1jlglojaooslo1bj1.coL.clj1olwdgadCumigalgB
13,sosg9gal1aLLaesYaaowaaigae51591aaodigap5..5F101c,sosg9gal1aLLaesYaaowaaigae51591aaodigap5..5F101c
14,s>cLoS;xg CWgaoy Sbcioc1jol yg galI g UV-B j1 osLxwl aS s1s gLa sw>cLjl zuW.coL u1jo1 acLw,s>cLoS;xg CWgaoy Sbcioc1jol yg galI g UV-B j1 osLxwl aS s1s gLa sw>cLjl zuW.coL u1jo1 acLw
15,,aiouiSiislosgs
16,slodigaas cLogaxGglboL lac Olgic& UV-B 9 golI j1 oslonw1aogOIslodoL adgLiGs,slodigaas cLogaxGglboL lac Olgic& UV-B 9 golI j1 oslonw1aogOIslodoL adgLiGs
17,uss osLewl glsslgo L Lo og.jsJSabslymleojLaCaSUlgicdw1g  kjI gwalis ou SabSg.s,uss osLewl glsslgo L Lo og.jsJSabslymleojLaCaSUlgicdw1g  kjI gwalis ou SabSg.s
18,,douRo
19,Sjw9og.E|gi1oj.9d51ico1go51u5osLw1,
20,,cYg aui:1UJLeaS 5jciL9YLCgbJWsaS
21,>Microwave.99LglHot air|s,"SsLj S,5wL 9 S,lueZi CuLL g oOgxisL miu 1"
22,(Osmoticsja-wl  (Freeze drying) ssLa:I J..,
