,0,1,2,3,4,5,6
0,,Non-drinker,,,Drinker,,
1,,N (controls/,Crude OR (95%,Adjusted OR (95%,N (controls/,Crude OR (95%,Adjusted OR (95g
2,,cases),CI)*,CI) ,cases),CI) *,CI)
3,Dietary fat,,,,,,
4,Quintile 1 (43.81 g/day),121/78,1.00,1.00,59/97,1.00,1.00
5,Quintile 2(>43.81~,81/68,"1.30 (0.85, 2.00)","1.16 (0.72, 1.87)",92/113,"0.75 (0.49, 1.14)","0.69 (0.42,1.14)"
6,55.64 g/day),,,,,,
7,Quintile 3 (>55.64~,100/55,"0.85 (0.55,1.32)","0.78 (0.47,1.30)",96/103,"0.65 (0.42, 1.00)","0.60(0.36,1.00)"
8,65.04 g/day),,,,,,
9,Quintile 4(>65.04~,96/60,"0.97 (0.63, 1.49)","0.69(0.40,1.19)",92/106,"0.70 (0.46, 1.07)","0.62 (0.35, 1.07)"
10,79.11 g/day),,,,,,
11,Quintile 5 (>79.11 g/day),78/55,"1.09 (0.70, 1.71)","0.57 (0.27, 1.18)",77/144,"1.14 (0.74, 1.74)","1.69 (0.86, 3.33)"
12,P for trend,,0.834,0.053,,0.45,0.41
13,Every 10-unit increment,,"1.04 (0.98, 1.10)","0.91 (0.81, 1.02)",,"1.06 (1.01, 1.12)","1.19 (1.08, 1.31)"
14,Total fatty acid,,,,,,
15,Quintile 1 (40.93 g/day),111/86,1.00,1.00,50/109,1.00,1.00
16,Quintile 2(>40.93~,73/72,"1.27 (0.83, 1.96)","0.96 (0.59, 1.56)",84/123,"0.67 (0.43, 1.03)","0.59 (0.35, 0.98)"
17,52.01 g/day),,,,,,
18,Quintile 3 (>52.01~,101/54,"0.69 (0.45, 1.06)","0.50 (0.30, 0.83)",94/105,"0.51 (0.33, 0.79)","0.39 (0.23, 0.65)"
19,60.91 ug/day),,,,,,
20,Quintile 4 (>60.91 ~,101/57,"0.73 (0.47,1.12","0.35 (0.20,0.61)",95/101,"0.49 (0.31,0.75)","0.31(0.17,0.54)"
21,74.48 g/day),,,,,,
22,Quintile 5 (>74.48 g/day),90/47,"0.67 (0.43, 1.06)","0.16 (0.07, 0.35)",93/125,"0.62 (0.40, 0.94)","0.49 (0.25, 0.94)"
23,P for trend,0.0108,0.011,<0.001,,0.017,0.004
24,Every 10-unit increment,,"0.98 (0.92, 1.04)","0.71 (0.62, 0.81)",,"0.99 (0.94, 1.05)","0.98 (0.89, 1.09)"
25,Saturated fatty acid,,,,,,
26,Quintile 1 (11.99 g/day),120/79,1.00,1.00,57/99,1.00,1.00
27,Quintile 2 (> 11.99 ~ ,77/72,"1.42 (0.93,2.18)","1.17 (0.73,1.88)",98/107,"0.63(0.41,0.96)","0.60 (0.36,0.99)"
28,15.94 g/day),,,,,,
29,Quintile 3 (> 15.94 ~,99/57,"0.87 (0.57, 1.35)","0.75 (0.45,1.24)",88/110,"0.72 (0.47, 1.10)","0.63(0.37,1.06)"
30,18.6 g/day),,,,,,
31,Quintile 4 (> 18.6 ~,101/57,"0.86 (0.56, 1.32)","0.53 (0.31, 0.89)",88/108,"0.71 (0.46, 1.09)","0.54 (0.31, 0.93)"
32,22.92 g/day),,,,,,
33,Quintile 5 (> 22.92 g/day),79/51,"0.98 (0.62, 1.54)","0.39 (0.19, 0.81)",85/139,"0.94 (0.62, 1.44)","1.08 (0.56, 2.08)"
34,P for trend,,0.319,0.002,,0.712,0.961
35,Every 10-unit increment,,"1.10 (0.91, 1.33)","0.56 (0.37, 0.83)",,"1.19 (1.00, 1.42)","1.07 (0.96, 2.01)"
36,Monounsaturated fatty acids,,,,,,
37,Quintile 1 (19.48 g/day),107/90,1.00,1.00,51/108,1.00,1.00
38,Quintile 2(>19.48~,72/77,"1.27 (0.83, 1.95)","0.88 (0.54, 1.43)",72/132,"0.87 (0.56, 1.34)","0.77 (0.46, 1.29)"
39,25 g/day),,,,,,
40,Quintile 3 (>25~,93/53,"0.68 (0.44, 1.05)","0.43 (0.26, 0.73)",99/108,"0.52(0.33,0.79)","0.37 (0.22, 0.62)"
41,29.25 g/day),,,,,,
42,Quintile 4 (> 29.25 ~,109/54,"0.59 (0.38, 0.90)","0.24 (0.14, 0.42)",99/93,"0.44 (0.29, 0.68)","0.26 (0.15,0.46"
43,35.25 g/day),,,,,,
44,Quintile 5 (> 35.25 g/day),95/42,"0.53 (0.33, 0.83)","0.09 (0.04, 0.19)",95/122,"0.61 (0.39, 0.93)","0.43 (0.23, 0.82)"
45,P for trend,,<0.001,<0.001,,0.001,<0.001
46,Every 10-unit increment,,"0.87 (0.76, 1.00)","0.37 (0.27, 0.49)",,"0.9 (0.8, 1.02)","0.78 (0.63, 0.97)"
47,Polyunsaturated fatty acid,,,,,,
48,Quintile 1 (8.88 g/day),97/84,1.00,1.00,51/123,1.00,1.00
