,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Mothers,Daughters (living,pa,,Mothers,Daughters (living,pa,r-b,Grand-,,Grand-,pa,rb
1,,,with their parents),,,,independent of their,,,mothers,daughters,daughters,,
2,,,,,,,parents),,,,,,,
3,n (paired),,729,,,,346,,,,148,,,
4,Total energy,2378,25011532,0.04,0.19 f,2287,2310805,0.69,0.12,2226922,23731769,23731769,0.34,0.14
5,(Kcal/day),1071,,,,1021,,,,,,,,
6,Carbohydrate,58.2,57.06.86,<0.001,0.36 f,58.0,57.16.09,0.02,0.17fg,57.27.56,,57.16.86,0.01,0.09
7,,7.26,,,,6.83,,,,,,,,
8,Starch,30.5,30.88.57,0.56,0.34 f,30.0,29.48.58,0.28,0.07g,31.89.25,,30.49.0,0.18,0.25 h
9,,9.45,,,,8.92,,,,,,,,
10,Non-starch c,17.6,17.17.21,0.11,0.26 f,17.8,17.87.71,0.94,0.11g,17.47.22,,17.57.11,0.89,0.28
11,,8.66,,,,6.94,,,,,,,,
12,Protein,14.4,14.32.38,0.10,0.35f,14.7,14.72.48,0.77,0.13g,15.43.8,,14.21.9,0.001,0.02 h
13,,2.45,,,,2.93,,,,,,,,
14,Animal protein,8.24,8.344.55,0.65,0.31f,7.93,8.944.01,0.001,0.16fg,8.033.77,,8.774.51,0.14,0.09 h
15,,4.95,,,,3.94,,,,,,,,
16,Vegetable,5.52,5.211.70,<0.001,0.26 f,5.47,5.131.66,0.005,0.08g,5.801.86,,5.171.62,0.002,0.24
17,protein,1.82,,,,1.71,,,,,,,,
18,Total fat c,30.8,31.86.40,0.002,0.27 f,30.8,31.35.74,0.26,0.18 f,29.56.6,,31.76.6,0.005,0.11 h
19,,6.85,,,,6.62,,,,,,,,
20,SFA,9.71,10.42.89,<0.001,0.29,9.57,10.12.56,0.009,0.07g,9.433.48,,10.53.12,0.004,0.06 h
21,,2.83,,,,3.10,,,,,,,,
22,Trans-fatty,2.18,2.571.42,<0.001,0.10,2.08,2.311.28,0.01,0.13,1.951.32,,2.461.52,0.003,0.13
23,acids,1.92,,,,1.37,,,,,,,,
24,MUFA,10.2,10.52.62,0.01,0.34 f,10.1,10.42.27,0.07,0.18fg,9.662.47,,10.42.67,0.004,0.34 f
25,,2.71,,,,2.48,,,,,,,,
26,PUFAC,6.27,6.332.09,0.56,0.33 f,6.27,6.171.87,0.43,0.14f g,5.982.09,,6.242.17,0.23,0.24
27,,2.15,,,,1.88,,,,,,,,
28,Fiber d,10.8,9.513.31,<0.001,0.30 f,11.1,10.33.25,<0.001,0.11g,10.83.12,,9.762.99,0.008,-0.001 h
29,,3.50,,,,3.32,,,,,,,,
30,Cholesterol,20497.2,222110,<0.001,0.29,194106,218109,0.001,0.09g,187143,,211114,0.09,0.04 h
31,(mg/day),,,,,,,,,,,,,
32,Vitamin Ce,76.3,68.246.6,<0.001,0.21 f,79.7,73.836.0,0.02,0.08g,74.337.8,,67.835.1,0.10,0.13
33,,42.3,,,,39.5,,,,,,,,
34,Calcium e,591199,579201,0.17,0.37f,622223,598192,0.08,0.11g,643213,,592182,0.01,0.08 h
35,Iron e,16.0,14.911.9,0.03,0.46,17.2,15.09.23,0.004,0.02g,17.811.9,,14.69.35,0.007,-0.03 h
36,,10.2,,,,11.9,,,,,,,,
37,Zince,5.52,5.634.50,0.53,0.25 f,5.58,5.521.17,0.35,0.06g,5.761.25,,5.400.95,0.005,-0.11 h
38,,1.28,,,,1.07,,,,,,,,
39,Sodium (mg),1591,1515411,<0.001,0.17f,1625,17352608,0.41,-0.04 g,1644569,,1540445,0.09,-0.14 h
40,day),427,,,,1469,,,,,,,,
41,Magnesium e,19940.3,18840.3,<0.001,0.32f,20744.4,19335.9,<0.001,0.18fg,21143.6,,18937.5,<0.001,-0.08 h
