,0,1,2,3,4,5,6,7,8,9
0,Variable,n,%,,,,CEBQ Subscales,,EUE,
1,Total,467,100.0,2.05  0.73,1.44 0.51,3.54  0.75,2.92  0.64,2.76  0.61,2.59  0.98,2.61  0.90
2,Maternal age (years):,,31.0,,,,,,,
3,<29,145,31.0,2.13  0.84,1.47 0.52,3.62  0.77,2.84  0.68,2.77  0.65,2.64  0.96,2.49  0.89
4,30-34,222,21.4,2.05  0.69,1.46 0.51,3.53  0.74,2.95  0.62,2.75 0.58,2.64  0.97,2.66  0.89
5,35,100,21.4,0.147,1.370.46,0.112,2.94  0.64,0.747,0.077,2.670.91
6,,p-value,,0.147,0.213,0.112,0.478,0.747,0.077,0.221
7, Maternal education:,,,,,,,,,
8,and lower,69,14.8,2.10  0.82,1.45  0.49,3.61  0.69,2.86  0.66,2.85  0.70,2.59  0.94,2.37  0.83
9,university,398,85.2,2.04  0.72,1.44  0.51,3.53  0.76,2.93  0.64,2.75  0.59,2.59  0.99,2.65  0.90
10,,p-value,,0.724,0.876,0.496,0.615,0.286,0.897,0.026
11,Macroeconomic region residence (% GDP EU-27 average):,,,,,,,,,
12,51-100,360,77.1,2.07  0.73,1.43  0.50,3.53  0.74,2.90  0.65,2.77  0.62,2.55  0.97,2.61  0.88
13,101-130,107,22.9,1.97  0.72,1.47  0.53,3.56  0.76,2.98  0.59,2.750.56,2.74  1.02,2.60  0.96
14,,p-value,,0.213,0.465,0.657,0.152,0.781,0.097,0.786
15,Child's gender:,,,,,,,,,
16,female,233,49.9,2.07  0.71,1.47  0.54,3.51 0.74,2.97  0.61,2.800.63,2.64  0.92,2.58  0.88
17,male,234,50.1,2.03  0.76,1.42  0.47,3.56  0.75,2.86  0.67,2.73  0.59,2.54  1.04,2.64  0.91
18,,p-value,,0.345,0.693,0.622,0.114,0.294,0.177,0.482
19,Child's age (months):,,,,,,,,,
20,12-18,176,37.7,2.08  0.75,1.44  0.49,3.73  0.69 a,2.82  0.61 a,2.69  0.59 a,2.55 1.01,2.26  0.81 a
21,1924,120,25.7,2.03  0.81,1.41  0.50,3.43  0.80 b,3.03  0.67 b,2.86  0.64 b,2.58  1.02,2.78  0.90 b
22,25-36,171,36.6,2.03  0.65,1.47 0.52,3.42  0.73 b,2.94  0.64 ab,2.77  0.60 ab,2.64  0.93,2.84  0.87 b
23,,p-value,,0.636,0.574,0.001,0.024,0.045,0.629,0.001
