,0,1,2,3,4,5,6
0,Age,jour,0-10,11-20,21-30,31-40,>40
1,Energie EM,kcal,3000,3100,3150,3200,3200
2,,MJ,"12,55","12,97","13,18","13,39","13,39"
3,AMINO-ACIDE,,Digestible,Digestible,Digestible,Digestible,Digestible
4,Lysine,%,"1,25","1,12","1,04","0,98","0,94"
5,Methionine+Cystine,%,"0,93","0,85","0,80","0,76","0,73"
6,Methionine,%,"0,50","0,46","0,44","0,41","0,39"
7,Threonine,%,"0,84","0,75","0,70","0,66","0,63"
8,Valine,%,"0,94","0,85","0,80","0,76","0,73"
9,Isoleucine,%,"0,84","0,76","0,72","0,68","0,65"
10,Arginine,%,"1,29","1,16","1,09","1,03","0,99"
11,Tryptophan,%,"0,20","0,18","0,17","0,16","0,15"
12,Leucine,%,"1,38","1,23","1,14","1,08","1,03"
13,Proteines Brutes,%,"22,0","20,0","19,0","18,0","17,5"
14,SELSMINERAUX,,,,,,
15,Calcium,%,"0,96","0,84","0,78","0,72","0,68"
16,Phosp.disponible,%,"0,48","0,42","0,39","0,36","0,34"
17,Magnesium,%,"0,05-0,30","0,05-0,30","0,05-0,30","0,05-0,30","0,05-0,30"
18,Sodium,%,"0,16-0,23","0,16-0,23","0,16-0,20","0,16-0,20","0,16-0,20"
19,Chlorure,%,"0,16-0,23","0,16-0,23","0,16-0,23","0,16-0,23","0,16-0,23"
20,Potassium,%,"0,40-1,00","0,40-0,95","0,40-0,90","0,40-0,85","0,40-0,80"
21,ADDITIFS,,,,,,
22,Elements traces/kg,,,,,,
23,Cuivre,mg,16,16,16,16,16
24,lode,mg,"1,25","1,25","1,25","1,25","1,25"
25,Fer,mg,20,20,20,20,20
26,Manganese,mg,120,120,120,120,120
27,Selenium,mg,"0,30","0,30","0,30","0,30","0,30"
28,Zinc,mg,110,110,110,110,110
29,ADDITIFS,,,,,,
30,Vitamines/kg,,,,,,
31,Vitamine A,IU,13.000,11.000,10.000,10.000,10.000
32,Vitamine D3,IU,5.000,4.500,4.000,4.000,4.000
33,Vitamine E,IU,80,65,55,55,55
34,Vitamine K,mg,"3,2","3,0","2,2","2,2","2,2"
35,Thiamine (B1),mg,"3,2","2,5","2,2","2,2","2,2"
36,Riboflavine(B2,mg,"8,6","6,5","5,4","5,4","5,4"
37,Niacine,mg,60,55,40,40,40
38,Acide pantoth.,mg,17,15,13,13,13
39,Pyridoxine(B6,mg,"5,4","4,3","3,2","3,2","3,2"
40,Biotine,mg,"0,30","0,25","0,20","0,20","0,20"
41,Acide folique,mg,"2,20","1,90","1,60","1,60","1,60"
42,Vitamine B12,mg,"0,017","0,017","0,011","0,011","0,011"
43,Spec minimum,,,,,,
44,Choline/kg,mg,1.700,1.600,1.500,1.500,1.400
45,Acide linoleique,%,"1,25","1,20","1,00","1,00","1,00"
