,0,1,2,3,4,5,6
0,,Non-drinker,,,Drinker,,
1,,N (controls/,Crude OR (95%,Adjusted OR (95%,N (controls/,Crude OR (95%,Adjusted OR (95%
2,,cases),CI) *,CI),cases),CI)*,CI) 
3,Quintile 2 (> 8.88 ~,92/70,"0.88 (0.57, 1.35)","0.67 (0.41, 1.08)",74/118,"0.66 (0.43, 1.02)","0.55 (0.33, 0.92)"
4,10.85 g/day),,,,,,
5,Quintile 3 (>10.85 ~,102/51,"0.58 (0.37, 0.90)","0.42 (0.24, 0.72)",103/97,"0.39 (0.25, 0.60)","0.25 (0.15, 0.43)"
6,13.22 g/day),,,,,,
7,Quintile 4 (> 13.22 ~ ,88/65,"0.85 (0.55, 1.32)","0.43 (0.24, 0.77)",90/111,"0.51 (0.33, 0.78)","0.35 (0.20, 0.61)"
8,16.55 g/day),,,,,,
9,Quintile 5 (>16.55 g/day),97/46,"0.55 (0.35, 0.86)","0.15 (0.07, 0.32)",98/114,"0.48 (0.31, 0.73)","0.30 (0.16, 0.58)"
10,P for trend,,0.017,<0.001,,0.001,<0.001
11,Every 10-unit increment,,"0.90 (0.71, 1.13)","0.48 (0.30, 0.75)",,"0.89 (0.72, 1.09)","0.96 (0.67, 1.36)"
