,0,1,2,3,4,5
0,,,CD(n=43,n=43,n=42,p
1,,Basal,33.6  3.7,34.3  4.0,33.4  3.1,
2,BMI (kg/m2),12 months,31.9  4.1,31.7 4.3,31.8  3.5,0.006
3,,,1.7  1.8 *a,2.6  2.2 *a.b,1.6  1.8 *b,
4,,Basal,92.7  14.4,96.3  13.8,95.3  12.3,
5,Body weight (kg),12 months,88.4  14.4,89.5  14.4,91.6  13.0,0.031
6,,,4.3 5.5 *,-6.8  6.4 *b,3.7  5.0 *b,
7,,Basal,35.2  6.3,35.4  7.2,35.7  7.3,
8,Body fat (%),12 months,33.3  6.1,34.2  9.8,34.9  8.2,0.737
9,,,1.9  2.6 *,1.2  8.4,1.2  7.2,
10,,Basal,57.6  12.2,59.5  8.4,58.7  10.2,
11,Mass muscle (kg),12 months,56.1  11.1,56.1  10.4,57.6 11.0,0.099
12,,,1.6 2.5*,3.3  6.6 *,1.1  2.0 *,
13,,Basal,110.7  9.4,112.1  9.1,112.7  8.5,
14,Waist circumference (cm),12 months,105.0  10.25,104.8  12.0,107.39.9,0.044
15,,,5.2  6.3 *,7.3  6.2 *,4.1  6.0 *,
16,Physical,Basal,2750.2  2327.7,3772.4  3275.0,3615.0  4171.1,
17,activity (MET),12 months,4357.8  4305.6,3440.4  3101.9,4333.1  3849.8,0.063
18,,,1607.6  3819.3 *,331.9  3278.9,718.1  4189.2,
19,,Basal,114.3  36.0,108.7  26.4,118.2  51.9,
20,Glucose (mg/dL),12 months,108.2  29.8,100.7  23.1,105.1  18.2,0.546
21,,,-6.0  16.3 *,8.0  20.2 *,-13.1  46.0,
22,,Basal,6.11.0,5.9 1.0,6.11.5,
23,Hb1Ac (%),12 months,6.0 1.0,5.7  0.7,5.7  0.6,0.276
24,,,0.1 0.4,0.2  0.6,0.4  1.3,
25,,Basal,69.4  11.4,67.0  11.4,67.3  8.9,
26,HR (beats/min),12 months,63.8  11.1,60.611.1,63.711.0,0.541
27,,,5.6  7.8 *,-6.4  7.4 *,3.6  8.3,
28,,Basal,136.312.7,133.3 14.2,131.9 13.6,
29,SBP (mmHg),12 months,127.0  15.0,129.1  20.6,125.5  16.6,0.472
30,,,9.3  12.9 *,4.2  15.3,6.4  14.0,
31,,Basal,87.7  10.4,88.1  6.7,87.9  6.6,
32,DBP (mmHg),12 months,80.5  9.1,82.2  8.4,80.9  8.2,0.875
33,,,7.2  7.5 *,-5.9  10.3 *,-7.0  8.5 *,
34,,Basal,186.5  97.8,207.6  330.1,184.4  115.2,
35,Triglycerides (mg/dL),12 months,161.7 108.7,132.0  64.7,148.1 76.5,0.478
36,,,24.8  85.5,75.6317.0,36.3  119.2,
37,Total-,Basal,202.7  43.2,202.7  57.1,196.0  40.6,
38,cholesterol (mg/dL),12 months,195.0  46.8,183.1  39.6,191.6  40.7,0.305
39,,,7.7  33.8,19.6  63.6 *,4.4  36.8,
