,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,Project,Year,Picking method,Num-,Number,3D,Environment,,Harvest rate,Speed,,Damage rate,Issues,Note
1,,,,,ber,of cam-,imaging,Modi-,Description,,Single,Overall,,to be,
2,,,,,of,eras,tech-,Description,Description,,Single,Overall,,improved,
3,,,,,arms,,niques,fied,,,arm,,,,
4,3,Bac-Sweet,2017,Stem cut,1,5*,Stereo,Half simpli-,Half simpli-,6%-2%Unmod-,94 s/fruit,,21%-26%,Fruit,* 3 color cam-
5,,pepper,,,,,+,,fied to no,ified),,,Regardless,orien-,era+2 ToF
6,,"Bac et al.,",,,,,ToF,,fruit clus-,26%-33%(Mod-,,,crop get,tation,camera
7,,"2014a,",,,,,,,ters and,ified),,,modified,estima-,* Two types of
8,,2017,,,,,,,no leaves,,,,or not,tion,end-effector
9,,,,,,,,,occlusions,,,,,End-,"were tested,"
10,,,,,,,,,,,,,,effector,resulted in
11,,,,,,,,,,,,,,adapt-,2 different
12,,,,,,,,,,,,,,ability,harvest rate an
13,,,,,,,,,,,,,,Stem,damage rate
14,,,,,,,,,,,,,,detec-,
15,,,,,,,,,,,,,,tion,
16,,,,,,,,,,,,,,Effi-,
17,,,,,,,,,,,,,,ciency,
18,,,,,,,,,,,,,,Intense,
19,,,,,,,,,,,,,,sun-,
20,,,,,,,,,,,,,,han-,
21,,,,,,,,,,,,,,dling,
22,,,,,,,,,,,,,,Cultivar,
23,,,,,,,,,,,,,,selec-,
24,,,,,,,,,,,,,,tion,
