,0,1,2
0,,"Cases, n (%)","Controls, n (%)"
1,Center,,
2,Aviano/Pordenone,175 (53.7),350 (53.7)
3,Milano,151 (46.3),302 (46.3)
4,Sex,,
5,Men,174 (53.4),348 (53.4)
6,Women,152 (46.6),304 (46.6)
7,Age group (years),,
8,<50,32 (9.8),64 (9.8)
9,50-59,89 (27.3),178 (27.3)
10,6069,122 (37.4),244 (37.4)
11,70,83 (25.5),166 (25.5)
12,Educationa (years),,
13,<7,166 (51.2),350 (53.9)
14,7-11,86 (26.5),192 (29.5)
15,12,72 (22.2),108 (16.5)
16,Body mass indexa (kg/m2),,
17,<25.0,139 (42.9),264 (40.7)
18,25.0-29.9,135 (41.7),296 (45.6)
19,30,50 (15.4),89 (13.7)
20,Smoking habitsa,,
21,Never,137 (42.0),328 (50.4)
22,Ex,86 (26.4),189 (29.0)
23,"Current,<15 cigarettes/day",36 (11.2),60 (9.2)
24,"Current,15 cigarettes/day",64 (19.8),72 (11.1)
25,Alcohol drinkinga,,
26,Never,42 (13.0),100 (15.4)
27,<21 drinks/week,155 (48.1),342 (52.6)
28,21 drinks/week,125 (38.8),208 (32.0)
29,History of diabetes,,
30,No,279 (85.6),615 (94.3)
31,Yes,47 (14.4),37 (5.7)
32,Total energy intake (kcal),,
33,<1993,98 (30.1),218 (33.4)
34,1993-2610,106 (32.5),216 (33.1)
35,2611,122 (37.4),218 (33.4)
