,0,1,2,3,4,5,6,7,8,9,10
0,,,,Marginally food,Marginally food,Moderately food,Severely food,,,,
1,,Food-secure,Food-secure,insecure,,insecure,insecure,,,P-value,Prend
2,,Mean*,SEM,Mean*,SEM,SEM,Mean*,SEM,(model1),(model 2),(model 2)
3,Healthy Eating Index - Canada 2005 score,,,,,,,,,,
4,"Older children, 9--18 years",71.5a,0.34,71.5a,1-36,1-29,"68.0a,b",1.71,<0.001,0.149,0.467
5,"Older children, 9--18 years",62.7a,0.34,59.ga,1-36,1-24,58.6a,1.87,0.014,0.149,0.159
6,"Women, 1964 years",62.9a,0.43,"62.2a,b",2.15,1.27,"57.7a,b",1.83,<0.001,0.008,0.196
7,"Men, 1964 years",60.4a,0.43,56.8a,2.15,1-31,56.8a.b,2.40,<0.001,0.008,0.196
8,Fruit & vegetables (servings),,,,,,,,,,
9,"Younger children, 1-8 years",4.0a,0.09,"3.4a,b",0-31,0.20,"3.5a,b",0.56,0.001,0.148,0.436
10,"Older children, 9--18 years",4.1a,0.09,4.4a,0.49,0.28,4-3a,0.57,0.207,0.562,0.968
11,"Women, 1964 years","4.4a,b",0-10,"3.8a,b",0.48,0.30,3.0b,0.53,0.007,0.223,0.106
12,"Men, 19-64 years",4.6a,0-10,4.1a,0.48,0.31,3.7a,0.63,0.004,0.510,0.408
13,Ultra-processed intake (% energy),,,,,,,,,,
14,"Younger children, 1-8 years",46.8a,0.54,40.6a,1.89,1.88,47.3b,1.62,<0.001,0.005,0.002
15,"Older children, 9-18 years",46.8a,0.56,"49.7a,b",1.98,1.62,47.3b,1.62,0.073,0.062,0.049
16,"Women, 1964 years",37.6a,0.56,38.9a,1.98,1.69,45.8b,2.40,0.002,0.029,0.003
17,"Men, 1964 years",37.5a,0.66,"42.5a,b",2.87,2.37,47.0b,3.70,<0.001,0.002,0.009
