,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,No,Project,Year,Picking method,Num-,Number,3D,Environment,,Harvest rate,Speed,,Damage rate,Issues,Note
1,,,,,ber,of cam-,imaging,Modi-,Description,,Single,Overall,,to be,
2,,,,,of,eras,tech-,Description,Description,,arm,Overall,,improved,
3,,,,,arms,,niques,fied,,,arm,,,,
4,15,Xiong-,2018,Stem pinch+ cut,1,2,Stereo,Lichi tree,Lichi tree,80-85%*,3.49 s/fruit*,3.49 s/fruit*,N/A*,Vision,* Only single
5,,Litchi*,,,,,,,,,,,,detec-,isolated litchi
6,,"Xiong et al.,",,,,,,,,,,,,tion,clusters are
7,,2018),,,,,,,,,,,,under,targeted
8,,,,,,,,,,,,,,occlu-,* 3.49 may not
9,,,,,,,,,,,,,,sion, include col-
10,,,,,,,,,,,,,,Light,lecting
11,,,,,,,,,,,,,,vari-,lecting
12,,,,,,,,,,,,,,ation,
13,,,,,,,,,,,,,,dling,
14,,,,,,,,,,,,,,External,
15,,,,,,,,,,,,,,force,
16,,,,,,,,,,,,,,distur-,
17,,,,,,,,,,,,,,bance,
18,,,,,,,,,,,,,,han-,
19,,,,,,,,,,,,,,dling,
20,46,Walsh-,2019,Clamp+rotate,9,,Struc-,Mango tree,Mango tree,N/A,5 s/fruit N/A,5 s/fruit N/A,N/A,End-,Details not
21,,Mango,,,,,tured,,,,,,,effec-,specified
22,,"(McCosker,",,,,,light,,,,,,,tor*,
23,,2019),,,,,,,,,,,,,
24,47,Brown-,2020,Grasp+rotate+,1,3,Struc-,Fruit wall,Fruit wall,42%*,Not specified for,Not specified for,No damage,Harvest,* Claimed to be
25,,Plum*,,angled pull,,,tured,trellis,trellis,,"field test,",,obeserved,success,able to pick
26,,Brown&,,,,,light,No crop,No crop,,Best result in lab,Best result in lab,on the 27,rate,apple
27,,"Sukkarieh,",,,,,,,modifica-,,test was 12 s/,test was 12 s/,harvested,Effi-,* Flower thinning
28,,2021),,,,,,,tions or,,fruit,,fruits,ciency,during flower-
29,,,,,,,,target,target,,,,,Soft,ing season is
30,,,,,,,,exclu-,exclu-,,,,,gripper,essential
31,,,,,,,,,sions*,,,,,endur-,
32,,,,,,,,,,,,,,ance,
