,0,1,2,3
0,Metabolites,LWL/HWL,VIP,FDR-corrected p-value
1,D-Glucose,1.26,1.91,7.72E-04
2,Lactate,0.81,1.87,1.11E-03
3,L-Glutathione-oxidized,0.83,1.66,5.96E-03
4,CholineChloride,2.98,1.55,0.01
5,Creatine,0.75,1.45,0.02
6,Ethanolamine,1.16,1.44,0.03
7,Uridine,1.14,1.18,0.07
8,Glycerol,1.20,0.57,0.07
9,AceticAcid,1.18,1.13,0.09
10,Glycerophosphocholine,1.18,1.11,0.09
11,L-Glutamine,0.76,1.07,0.11
12,D-Sorbitol,0.57,1.26,0.12
13,L-Alanine,0.89,1.10,0.12
14,D-Maltose,0.68,1.19,0.14
15,L-Serine,0.89,0.86,0.27
16,MalicAcid,1.56,1.04,0.29
17,Succinate,1.10,0.72,0.36
18,L-GlutamicAcid,0.89,0.65,0.39
19,L-Carnitine,1.06,0.64,0.40
20,L-Leucine,1.07,0.70,0.45
21,L-Proline,1.07,0.64,0.48
22,Myo-Inositol,0.94,0.43,0.54
23,L-Valine,1.06,0.59,0.61
24,Phosphocholine,0.92,0.35,0.69
25,L-Glycine,0.97,0.42,0.72
26,ArgininosuccinicAcid,0.97,0.41,0.72
27,Betaine,1.09,0.18,0.81
28,L-Aspartate,1.03,0.24,0.84
29,Taurine,1.02,0.14,0.90
30,2-Oxoglutarate,0.86,0.68,0.96
