,0,1,2,3
0,,Period,,
1,Variable,T1,T2,T3
2,Growth performance,,,
3,Average body weight (kg),369.8(337.7-400.7),522.6 (478.9-584.3),686.9(607.0-757.0)
4,Average dairy gain (kg/day),0.86 (0.45-1.07),0.83 (0.61-1.04),0.61 (0.49-0.80)
5,Feed intake,,,
6,Concentrate(kg/day),5.41 (4.135.61),7.31(5.96-8.30),7.44 (4.67-8.96)
7,Rice straw (kg/day),1.93(1.21-2.70),1.13(0.72-1.61),0.74 (0.49-0.99)
8,Kraft pulp feed (kg/day),0.72 (0.00-1.54),0.45 (0.00-0.92),0.29 (0.00-0.60)
9,Dry matter (kg/day),6.98 (5.677.27),7.72(6.52-8.65),7.36 (4.89-8.69)
10,Total digestible nutrients (kg/day),4.95 (3.945.28),5.95 (5.00-6.69),5.84 (3.846.89)
11,Crude protein (kg/day),0.95 (0.74-1.02),0.93 (0.75-1.07),0.93 (0.59-1.12)
