,0,1,2,3,4,5
0,Storage Period,,Crunchiness,Off-Flavor,Off-odor,Acceptability
1,Harvest,,90,10,10,90
2,,7 d at5C,,,,
3,Unwrapped,,6.5  0.74 c 1,2.2  0.59 a,1.30.46 b,5.9 0.83 c
4,Omni film,,7.2 0.86 b,1.50.51b,1.80.68 a,7.0 0.92 b
5,Coralife film,,8.9  0.26 a,2.6  0.63 a,1.7  0.46 a,8.0 0.65 a
6,,7 d at 5Cplus 7 d at 20C,7 d at 5Cplus 7 d at 20C,,,
7,Unwrapped,,5.00.76 c,2.7  0.88 a,2.8  0.68 b,4.5 1.40 c
8,Omni film,,6.50.51b,1.70.46 b,3.00.76 b,5.70.61 b
9,Coralife film,,8.5  0.64 a,2.8 0.67 a,3.9  0.70 a,7.6 0.76 a
10,,7 d at 5C plus 14 d at 20C,7 d at 5C plus 14 d at 20C,,,
11,Unwrapped,,1.9 0.83 c,4.3  0.90 a,3.20.80 b,2.9 0.91 c
12,Omni film,,5.30.72 b,2.8 0.73 b,3.8 0.86 a,5.40.63 b
13,Coralife film,,8.10.70 a,4.9  0.88 a,3.9  0.80 a,6.9  0.91 a
