,0,1,2,3,4,5,6,7,8,9,10,11
0,,Total (n=7022),Total (n=7022),,Quartile of the Japanese Food Guide Spinning Top score,Quartile of the Japanese Food Guide Spinning Top score,Quartile of the Japanese Food Guide Spinning Top score,,Quartile of the Japanese Food Guide Spinning Top score,,,p value
1,,,,Q1(n=1756),Q1(n=1756),Q2(n=1756),Q2(n=1756),Q3n=1755,Q3n=1755,Q4n=1755,Q4n=1755,
2,Age [years]a,73.3,(6.1),73.5,(6.2),73.2,(6.2),73.0,(6.0),73.4,(6.0),0.039
3,Women [n (%)]b,3709,(52.8),551,(31.4),874,(49.8),1044,(59.5),1240,(70.7),<0.001
4,PD1000 people/km2 [n (%)]b,3232,(46.0),738,(42.0),781,(44.5),814,(46.4),899,(51.2),<0.001
5,BMI [kg/m2]a,22.6,(3.0),22.7,(3.1),22.7,(3.1),22.7,(3.0),22.3,(2.9),<0.001
6,Alcohol drinker [n (%)]b,4595,(65.4),1309,(74.5),1174,(66.9),1077,(61.4),1035,(59.0),<0.001
7,Current smoker [n (%)]b,754,(10.7),335,(19.1),212,(12.1),115,(6.6),92,(5.3),<0.001
8,MVPA [n(%)]b,3114,(44.4),746,(42.5),802,(45.7),788,(44.9),778,(44.3),0.268
9,Living alone [n (%)]b,789,(11.2),171,(9.7),167,(9.5),214,(12.2),237,(13.5),<0.001
10,HSES[n (%)]b,2394,(34.1),507,(28.9),546,(31.1),623,(35.5),718,(40.9),<0.001
11,Education13 y[n(%)]b,1576,(22.4),359,(20.4),386,(22.0),414,(23.6),417,(23.8),<0.001
12,Denture use [n (%)]b,4212,(60.0),1099,(62.6),1074,(61.2),1015,(57.8),1024,(58.4),0.010
13,No medication [n (%]b,1575,(22.4),405,(23.1),431,(24.5),367,(20.9),372,(21.2),<0.001
14,Hypertension [n (%)]b,2731,(38.9),656,(37.4),677,(38.6),709,(40.4),689,(39.3),0.308
15,Stroke [n (%)]b,251,(3.6),71,(4.0),78,(4.4),54,(3.1),48,(2.7),0.020
16,Heart disease [n (%)]b,869,(12.4),247,(14.1),228,(13.0),175,(10.0),219,(12.5),0.002
17,Diabetes [n (%)]b,736,(10.5),193,(11.0),190,(10.8),180,(10.3),173,(9.9),0.677
18,Hyperlipidemia [n (%)]b,711,(10.1),112,(6.4),150,(8.5),193,(11.0),256,(14.6),<0.001
