,0,1,2,3,4,5
0,,High-income,,Upper-middle-income,,Lower-middle-income
1,Argentinac,Latvia,Albania,Kazakhstan,Angola,Lesotho
2,Australia,Lithuania,Algeria,Lebanon,Bangladesh,Mauritania
3,Austria,Luxembourg,Armeniac,Libya,Bhutan,Mongolia
4,Bahamas,Malta,Azerbaijan,Malaysia,Bolivia (Plurinational,Morocco
5,Bahrain,Netherlands,Belarus,Maldives,State of),Myanmar
6,Barbados,New Zealand,Belize,Mauritius,Cabo Verde,Nicaragua
7,Belgium,Norway,Bosnia and,Mexico,Cambodia,Nigeria
8,Brunei,Oman,Herzegovina,Montenegro,Cameroon,Pakistan
9,Darussalam,Panamac,Botswana,Namibia,Congo,Papua New Guinea
10,Canada,Poland,Brazil,Paraguay,Cote d'lvoire,Philippines
11,Chile,Portugal,Bulgaria,Peru,Djibouti,Republic of Moldova
12,Croatiac,Qatar,China,Romania,Egypt,Sao Tome and
13,Cyprus,Republic of Korea,Colombia,Russian Federation,El Salvador,Principe
14,Czech Republic,Saudi Arabia,Costa Rica,Samoa,Eswatini,Solomon Islands
15,Denmark,Singapore,Cuba,Serbia,Georgia,SriLanka
16,Estonia,Slovak Republic,Dominican Republic,South Africa,Ghana,State of Palestine
17,Finland,Slovenia,Ecuador,Suriname,Honduras,Sudan
18,France,Spain,Equatorial Guinea,Thailand,India,Timor-Leste
19,Germany,Sweden,Fiji,The former Yugoslav,Indonesia,Tunisia
20,Greece,Switzerland,Gabon,Republic of,Kenya,Ukraine
21,Hong Kong SARd,Taiwan Province of,Guatemalac,Macedonia,Kiribati,Uzbekistan
22,Hungary,China,Guyana,Turkey,Kyrgyzstan,Vanuatu
23,Iceland,Trinidad and Tobago,Iran (Islamic,Turkmenistan,Lao People's,Viet Nam
24,Ireland,United Arab Emirates,Republic of),Venezuela (Bolivarian,Democratic,Zambia
25,Israel,United Kingdom,Iraq,Republic of),Republic,
26,Italy,United States,Jamaica,,,
27,Japan,Uruguay,Jordanc,,,
28,Kuwait,,,,,
29,,,,,Low-income,
30,,,Afghanistan,Democratic Republic,Malawi,Syrian Arab
31,,,Benin,of the Congo,Mali,Republicb
32,,,Burkina Faso,Eritrea,Mozambique,Tajikistanb
33,,,Burundi,Ethiopia,Nepal,Togo
34,,,Central African,Gambia,Niger,Uganda
35,,,Republic,Guinea,Rwanda,United Republic of
36,,,Chad,Guinea-Bissau,Senegal,Tanzania
37,,,Comoros,Haiti,Sierra Leone,Yemenb
38,,,Democratic People's,Liberia,Somalia,Zimbabwe
39,,,Republicof Korea,Madagascar,South Sudan,
