,0,1,2
0,Nutrients,Food Sources,Median (IQR)
1,"Dietary Cu intakes,mg/day",Grains and tubers,"0.98 (0.67, 1.32)"
2,,"Vegetables, fruits, fungi, and algae","0.23 (0.15, 0.35)"
3,,Legumes,"0.15 (0.05, 0.30)"
4,,Meat,"0.06 (0.02, 0.12)"
5,,"Ethnic foods,cakes,and fast food","0.06 (0.02, 0.12)"
6,,Condiments,"0.04 (0.01, 0.04)"
7,,Eggs,"0.02 (0.01, 0.04)"
8,,Fish and seafoods,"0.01 (0, 0.02)"
9,,Others,"0 (0, 0.03)"
10,"Dietary Se intakes, g/day",Grains and tubers,"14.14 (9.66, 21.39)"
11,,Meat,"7.52 (3.20, 12.90)"
12,,Eggs,"2.73 (0.80, 5.26)"
13,,"Vegetables, fruits, fungi, and algae","2.05 (1.36, 2.96)"
14,,Fish and seafoods,"1.29 (0, 5.94)"
15,,Legumes,"0.87 (0.28, 1.76)"
16,,"Ethnic foods,cakes,and fast food","0.51 (0.07, 1.52)"
17,,Condiments,"0.47 (0.24, 0.88)"
18,,Others,"0 (0, 0.13)"
