,0,1,2,3
0,,,Group F,Group G
1,,Surgical duration(minute),333.866.2,320.785.9
2,,ntraoperative total fluid infusion volume(mL),3808.9431.6,2514.5581.9a
3,,Intraoperative blood transfusion volume (mL),610.7585.2,625.8  512.5
4,,Intraoperative blood loss (mL),423.2214.9,477.4  262.9
5,,Intraoperative urine volume (mL),1344.6668.5,985.5  567.2b
6,,Intraoperative dose of dopamine (mg),0,0.7  1.97c
7,,Postoperative white blood cell(10L-1,13.144.3,12.844.8
8,,Postoperative red blood cell(1012L-1,4.000.5,4.010.48
9,,Postoperative haemoglobin(gL-1),125.617.3,122.7  15.4
10,,Postoperative platelet (10L-1),164.441.8,180.5  55.0
11,,Postoperative total bilirubin (umolL-1),41.5  46.8,45.1  39.0
12,,Postoperative total protein(gL-),58.6  6.9,58.5  5.3
13,,Postoperative albumin(gL-1),34.6  5.3,35.3  4.7
14,,Postoperative creatinine (umolL-1),66.3  15.4,67.7  12.8
15,VAS1,VAS1,4.90.7,5.0  0.75
16,VAS 3,VAS 3,1.4 0.5,1.7  0.6
17,T1,,37.6  0.3,37.3  0.4
18,T2,,37.60.4,37.5  0.4
19,T3,,37.70.5,37.6  0.5
20,T7,,37.3  0.4,37.2  0.4
21,Passing flatus time (day),Passing flatus time (day),3.8  1.5,3.7  1.3
22,,Postoperative application of enteric nutrients (day),6.0 0.8,5.9 0.9
23,,Postoperative hospitalization duration (day),17.55.3,16.2  3.9
