,0,1,2,3,4,5,6,7,8,9,10,11
0,Variables,Variables,,,Total fat g2,,,,Total fat% of energy,Total fat% of energy,,
1,,,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend
2,Total,Total,38.5  0.4,39.8  0.4,42.4  0.4,43.4  0.5,<0.0001,20.3  0.2,21.4  0.2,23.2  0.2,23.3  0.2,<0.0001
3,Sex,,,,,,,,,,,
4,,Male,41.0  0.5,42.3  0.6,45.5  0.6,47.0  0.7,0.0001,20.5  0.2,21.50.3,23.4 0.3,23.7  0.3,0.0001
5,,Female,35.8  0.5,37.1  0.6,39.1 0.6,39.6  0.6,0.0001,20.1  0.3,21.4  0.3,22.9  0.3,22.9  0.3,0.0001
6,Age (yrs),Age (yrs),,,,,,,,,,
7,3-5,3-5,31.7  0.5,32.8  0.6,33.9  0.5,35.5  0.7,0.0001,20.4  0.3,21.5  0.4,22.6  0.3,23.0  0.4,0.0001
8,,6-8,39.4  0.6,40.0  0.7,43.0  0.7,44.0  0.7,0.0001,20.4  0.3,21.3  0.4,23.2  0.3,23.2  0.4,0.0001
9,,9-11,44.3  0.7,46.2  0.7,50.1  0.8,50.6  0.9,0.0001,20.1  0.3,21.5  0.3,23.7  0.4,23.7  0.4,0.0001
10,Living area,Living area,,,,,,,,,,
11,,Urban,38.7  0.4,40.1  0.4,42.6  0.4,43.5  0.5,0.0001,20.4  0.2,21.5 0.2,23.2  0.2,23.3  0.2,0.0001
12,,Rural,37.6  0.7,38.2  0.9,41.2  0.9,42.7  1.1,0.0001,20.0  0.4,21.2  0.5,23.1  0.5,23.8  0.5,0.0001
13,Household income,Household income,,,,,,,,,,
14,,Lowest,35.2  1.1,37.7  1.1,39.2  1.1,41.7  2.1,0.0009,19.0  0.6,20.4  0.6,21.9  0.6,22.8  1.0,0.0001
15,,Medium-low,38.5  0.7,40.2  0.8,41.8  0.8,42.8  0.8,0.0001,20.7  0.4,21.9  0.4,23.4  0.4,23.3  0.5,0.0001
16,,Medium-high,38.1  0.6,39.7  0.8,42.7  0.7,44.5  0.8,0.0001,20.1  0.3,21.6  0.4,23.4  0.4,23.7  0.4,0.0001
17,,Highest,40.90.6,40.7  0.8,44.4  0.8,44.2  0.9,0.0001,21.3  0.4,21.7  0.4,23.8  0.4,23.7  0.4,0.0001
