,0,1,2,3,4,5,6,7,8,9,10,11
0,Cereals,,,,,,Parameters,,,,,
1,and,Thiamine,Riboflavin,B3,folates,Magnesium,Manganese,Phosphorous,Fe,Zn,Sodium,Calcium
2,millets,B1 (mg),B2(mg),(mg),B9 (ug),Mg(mg),Mn(mg),p(mg),(mg),(mg),Na(mg),Ca (mg)
3,millet,0.29,0.2,1.49,39.49,122,0.33,101,2.34,1.65,3.35,15.27
4,Kutki/,,,,,,,,,,,
5,Little,0.26,0.05,1.29,36.2,91.41,0.23,130,1.26,1.82,4.77,16.06
6,millet,,,,,,,,,,,
7,millet,0.2,0.18,2.3,0,153,0.6,206,0.8,1.4,8.2,14
8,millet,0.42,0.19,1.1,18.3,137,5.49,283,3.9,2.3,11,344
9,millet,0.59,0.11,3.2,15,81,0.6,290,2.8,2.4,4.6,31
10,millet,0.33,0.1,4.2,0,82,0.96,280,5,3,0,20
11,millet,0.33,0.25,2.3,45.5,137,1.15,296,8,3.1,10.9,42
12,Whole,,,,,,,,,,,
13,wheat,0.42,0.15,2.37,29.22,125,2.98,315,4.1,2.85,2.04,30.94
14,flour,,,,,,,,,,,
15,millet,0.05,0.05,1.69,9.32,19.3,0.73,96,0.65,1.21,2.34,7.49
