,0,1,2,3,4,5,6,7
0,,,,Women (n=57),Women (n=57),Men(n=18),Men(n=18),
1,Micronutrients,NNRa,Average diet in Swedenb,mean,SD,mean,SD,p-value
2,Retinol Equivalent (RE),800,117,954.5,380.7,779.9,304.6,0.054
3,Vitamin D (g),14.0,8.8,7.2,3.7,5.7,3.6,0.142
4,Tocoferol (mg),9,15.8,14.2,3.8,13.7,3.7,0.608
5,Thiamin BI (mg),1.2,1.5,1.5,0.6,1.4,0.4,0.378
6,Riboflavin (mg),1.4,1.9,1.5,0.4,1.7,0.5,0.221
7,Niacin Equivalent (NE),16,43,38.8,10.1,40.9,7.0,0.349
8,Vitamin B6 (mg),1.3,2.5,2.0,0.6,1.8,0.3,0.026
9,Vitamin BI2 (g),2,6.9,5.0,2.8,6.3,2.7,0.105
10,Folate (g),450,349,280.5,67.2,268.2,70.0,0.516
11,Vitamin C (mg),80,132,93.8,60.3,58.2,20.8,<0.00
12,Calcium (mg),1000,1114,895.6,257.6,1013.2,360.8,0.213
13,Phosphor (mg),800,1697,1479.2,237.0,1601.5,312.3,0.140
14,Iron (mg),16,13.1,9.9,2.5,10.0,2.2,0.909
15,Sodium (g),na,na,3.3,0.8,3.9,0.9,0.014
16,Zinc (mg),12,13.1,11.4,2.9,13.4,2.7,0.010
17,Selenium (ug),57,58,50.9,23.6,51.8,15.6,0.851
