,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,No,Project,Year,Picking method,Num-,Number,3D,Environment,Harvest rate,Speed,,Damage rate,Issues,Note
1,,,,,ber,of cam-,imaging,Modi-,,Single,Overall,,to be,
2,,,,,of,eras,tech-,Description,,Single,Overall,,improved,
3,,,,,arms,,niques,fied,,arm,,,,
4,43,Energid-,2013,Stem cut,2,,,Orange tree,50%,N/A,2-3s/,N/A*,Not,* The system
5,,,,,,,,,,,,,,
6,,Citrus,,,,,,,,,fruit*,,speci-,was designed
7,,(Aloisio,,,,,,,,,,,fied,to let the fruit
8,,"et al.,",,,,,,,,,,,,drop to the
9,,2012,,,,,,,,,,,,ground after
10,,"Energid,",,,,,,,,,,,,been detached
11,,2012,,,,,,,,,,,,which might
12,,,,,,,,,,,,,,cause damage
13,14,Fieldwork,2019,Grasp+pull/pluck,1,N/A,,Greenhouse,N/A,10 s/fruit*,,N/A,Not,* Claimed to be
14,,Robotics-,,,,,,,,,,,speci-,able to pick
15,,Rasp-,,,,,,,,,,,fied,tomato
16,,berry*,,,,,,,,,,,,* Demo video
17,,(Kollewe&,,,,,,,,,,,,presented a
18,,"Davies,",,,,,,,,,,,,much slower
19,,2019),,,,,,,,,,,,speed
