,0,1
0,"Chroma=,Hue angle=tan(b/a",cLoayj d g Cm1x Jbu b1y-r-Y
1,.[r]cabr(a+b2,
2,,JUi
3,Ume3 SxS.j11-O-Y,
4,j1.Kws gl.wsySojlcl jWI caW Testo zw uma,
5,Ja abiL CyB a Ax g CO2 a uwL> sa,
6,glys aigd Jbxcobaairoysa CaloW,
7,,CaL alob 9 5wy - ada JI SL col sg1lo
8,mg CO21 um>x umi Cw g Cs CsW p Cu,
9,.[rr] m.r.kg.hr,
10,gW1 CiL SxS.j1I-7-Y,
11,CwC5L oLw3 j1 osLwI L JU1 C8L Gidu,
12,"u""xS 3yjl g H5KS Jw oWJK1 C>LHounsfield",G G3jl3j1oLew1L JUT ams a CuF CnmO33
13,[n]wssojllsahloxjloslell,e/css t Bp120 Jw Sartorius-owi c=W
14,SW1 jW3 g d>3-V-Y,CW JLx xogSIo j1oleI L JgbrwoL o1y
15,,t .sW PE26 1NF J Ramsey Cambs 3tK
16,pi buyol CwJdsloos1 g wa1s olaw ClmWjl,j1 oLel LUyeupy1 ogbyaga gjy
17,uwJb5 g aj5 a8b  umLLg ajxgSPSS 1jsI,s 1.sW y UE- 600 Ju oWI Memert gl
18,sigiabr,
19,,uyw CsL Metrohm j pH jIsliwI L pH JL
20,Cor 9 ZW-r,Jybro loL s1ye Cumi SxSoj1L1 L mb ue>W 791 Ju
21,,[n r.] cwSySojl1alwla
22,JW1 b uaiW gSaosb JgbrwL,
23,,L*cLsua>LsxS.j1u1gDP-9000 Jw K yI C>L
24,mb yasW Jybu wb s1y pH alwl  j1 Wyvj5,"sLwsL*wa*,b*"
25,g JgL) w1s(p0.05)cs13aCgW KaosL y,
26,g WLoWw1w>xLys(1/E)-F/EY) aL1osgbro(P,
