,0,1,2,3,4,5,6
0,Nutrient density (/100 kcal),Lent FastingPeriod(n=570,Lent FastingPeriod(n=570,,Non-Fasting Periodn=551,Non-Fasting Periodn=551,
1,,6-8 m,9-11m,12-23 m,6-8m,9-11m,12-23 m
2,,n=80),n=101,n=389),n=75,n=96,n=380)
3,"Protein,g","1.3 (1.2,2.2)","2.1 (1.5,2.6)","2.3 (2.0,2.7)","2.2 (1.6,3.3)","2.3 (1.9,3.0)","2.6 (2.2,3.3)"
4,Estimated need,1.0,1.0,0.9,1.0,1.0,0.9
5,Calcium (mg),"21.3(13.1,30.1","16.5 (10.6,27)","16.7 (10.2,26.6)","16.2 (9.9,23.5)","18(11.8,27)","16.2 (11.0,23.3)"
6,Estimated need,105,74,63,105,74,63
7,Iron (mg),"3.4 (1.6,8.1)","2.1 (1.4,4.3)","2.0 (1.5,3.1)","2.1 (1.5,3.2)","2.3 (1.7,3.3)","2.0 (1.6,2.8)"
8,Estimated need,4.5,3.0,1.0,4.5,3.0,1.0
9,Zinc (mg),"0.5 (0.34,0.97)","0.5 (0.3,0.7)","0.5 (0.4,0.6)","0.5 (0.4,0.6)","0.5 (0.4,0.6)","0.5 (0.4,0.6)"
10,Estimated need,1.6,1.1,0.6,1.6,1.1,0.6
11,Vitamin A (mg RE),"0, 1.14)","(0.0,1.0)","0.3 (0.0,1.2)","0.4 (0.0,31.2)","0.4 (0.0,24.8)","0.8 (0.0,24.6)"
12,Estimated need,31,30,23,31,30,23
13,Thiamin mg,"0.05 (0.04,0.07)","0.06 (0.05,0.08)","0.06 (0.05,0.08)","0.07 (0.06,0.09)","0.07 (0.05,0.08)","0.07 (0.05,0.08)"
14,Estimated need,0.08,0.06,0.07,0.08,0.06,0.07
15,Riboflavin mg,"0.03 (0.0,0.06)","0.04 (0.03,0.06)","0.05 (0.03,0.06)","0.05 (0.04,0.06)","0.05 (0.04,0.06)","0.05 (0.04,0.06)"
16,Estimated need,0.08,0.06,0.06,0.08,0.06,0.06
17,Niacin mg,"0.5 (0.35,0.73)","0.4 (0.3,0.6)","0.4 (0.2,0.6)","0.5 (0.3,0.6)","0.4 (0.3,0.6)","0.4 (0.2,0.6)"
18,Estimated need,1.5,1.0,0.9,1.5,1.0,0.9
19,"Vitamin C, mg","1.1 (0.29,1.13)","0.7 (0.3,1.1)","0.7 (0.2,1.2)","0.9 (0.4,1.5)","0.8 (0.3,1.4)","0.8 (0.2,1.3)"
20,Estimated need,1.5,1.8,1.5,1.5,1.8,1.5
