,0,1,2,3,4,5,6,7,8,9,10
0,,1996-1997,1996-1997,1996-1997,2004-2005,2004-2005,2004-2005,2012-2013,2012-2013,2017-2018,2017-2018
1,Hogares (n),,27.106,,,26.647,,20.693,,21.254,
2,Hogares(N),8.102.557,8.102.557,8.102.557,10.373.764,10.373.764,10.373.764,11.091.438,11.091.438,12.495.986,12.495.986
3,Miembros por hogar,Media,Media,DS,Media,Media,DS,Media,DS,Media,DS
4,<6anos,"0,4",,"0,8","0,3",,"0,7","0,3","0,6","0,3","0,6"
5,6-17 anos,"0,8",,"1,2","0,7",,"1,1","0,7","1,0","0,6","1,0"
6,18-64anos,"2,0",,"1,3","2,0",,"1,2","1,9","1,2","1,9","1,3"
7,65 anos o mas,"0,3",,"0,6","0,3",,"0,6","0,3","0,6","0,3","0,6"
8,Total,"3,6",,"2,0","3,4",,"1,9","3,2","1,8","3,2","1,8"
9,Adultos equivalentes por hogar,"2,9",,"1,6","2,7",,"1,5","2,6","1,5","2,6","1,4"
