,0,1,2,3,4,5,6,7,8,9,10
0,Variable,n,%,,EOE,EF,DD,,,EUE,FF
1,Early feeding pattern:,,,,,,,,,,
2, longer ABF,174,37.1,1.91  0.65 a,1.43  0.46,3.50  0.69,2.55 0.80 a,3.00  0.56 a,2.83  0.60,2.63 1.01,2.54  0.85
3,formula,160,34.3,2.09  0.76 ab,1.410.50,3.50  0.85,2.89  0.93 b,2.89  0.73 ab,2.70  0.63,2.56  0.99,2.63  0.96
4, longer EBF,133,28.5,2.17  0.78 b,1.500.56,3.63  0.69,2.83  0.83 b,2.83  0.63 b,2.75  0.60,2.58  0.94,2.67  0.87
5,,p-value,,0.009,0.434,0.298,0.002,0.009,0.173,0.805,0.489
6,,,,,,Age at CFI (months):,,,,,
7,<4,54,11.6,2.030.77,1.370.49,3.29 0.84,3.031.14,3.050.80,2.770.70 ab,2.69 1.02,2.89  0.98
8,4-6,380,81.4,2.05  0.74,1.450.52,3.58  0.74,2.71 0.83,2.90  0.62,2.74  0.59 a,2.58  0.98,2.56  0.88
9,7,33,7.1,2.00  0.63,1.45 0.39,3.52  0.62,2.66  0.69,2.93  0.57,3.03  0.61 b,2.54  0.91,2.69  0.87
10,,p-value,,0.933,0.260,0.062,0.283,0.611,0.030,0.821,0.051
11,CF method:,,,,,,,,,,
12,BLW,134,28.7,2.03 0.71,1.41  0.45,3.66  0.76 a,2.62  0.78,2.98  0.56,2.76 0.60,2.51  0.96,2.50  0.90 a
13,mixed,141,30.2,2.060.79,1.490.54,3.63  0.72 a,2.74 0.86,2.86  0.61,2.700.58,2.59 0.94,2.45  0.81 a
14,TSF,192,41.1,2.04  0.71,1.43  0.52,3.38  0.73 b,2.84  0.92,2.92 0.71,2.81  0.64,2.64  1.02,2.80  0.92 b
15,,p-value,,0.984,0.501,0.001,0.111,0.310,0.560,0.446,0.001
16,Types of complementary food pattern:,Types of complementary food pattern:,,,,,,,,,
17,homemade,257,55.0,2.05  0.73,1.48  0.52,3.59  0.74,2.69  0.81,2.98  0.59,2.79 0.59,2.55  0.96,2.56  0.88
18,commercial,210,45.0,2.04  0.73,1.40  0.49,3.48  0.75,2.81  0.93,2.84  0.69,2.74  0.63,2.64  1.00,2.66  0.92
19,,p-value,,0.923,0.079,0.113,0.408,0.011,0.477,0.434,0.203
20,Mealtime environment pattern:,Mealtime environment pattern:,,,,,,,,,
21,distracted,55,11.8,2.07  0.67,1.51  0.55,3.13  0.71 a,3.02  1.06 a,3.05  0.65,2.97  0.60 a,2.83  1.07,2.97  0.85 a
22,separated,115,24.6,2.05  0.75,1.42  0.47,3.33  0.78 a,2.59  0.83 b,2.940.71,2.73  0.64 b,2.51  0.98,2.74  0.99 ab
23,family,297,63.6,2.04  0.74,1.44 0.51,3.69  0.70 b,2.75  0.83 ab,2.88  0.61,2.74  0.59 b,2.58  0.96,2.49  0.84 b
24,,p-value,,0.816,0.568,0.001,0.035,0.157,0.026,0.189,0.001
