,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,Mean Differences,,,,,F-Ratios,
1,,,,,,Mean Differences,,,,(p0.05,(p0.05,
2,,,Aerial Photographs,Aerial Photographs,,,Angled Photographs,Angled Photographs,,,,
3,Figure,Mean,Mean,Difference,Difference,Mean,Mean,Difference,Difference,,,
4,,Weighed,Estimate,between,between,Weighed,Estimate,between,between,F-Ratios,F-Ratios,p-Value
5,,(g),(g),Estimate and,Estimate and,(g),(g),Estimate and,Estimate and,,,
6,,(g),(g),Weighed (g),Weighed (%),(g),(g),Weighed (g),Weighed (%),,,
7,Amorphous foods,,,,,,,,,,,
8,Greek salad,317,204,113,36%,227,179,57,25%,1.92,1.92,0.19
9,Lentils,109,117,15,14%,152,171,33,22%,6.29,6.29,0.02
10,Single-unit foods,,,,,,,,,,,
11,Baguette,61,82,18,29%,57,75,20,35%,0.05,,0.83
12,Sausages,1.3,1.2,0,6%,,1.8,0,6%,0.01,,0.93
13,Small pieces,,,,,,,,,,,
14,Cherries,106,119,17,16%,136,134,32,23%,3.73,3.73,0.07
15,Yoghurt,94,64,37,40%,111,70,42,37%,0.08,0.08,0.78
16,Peach,116,79,40,34%,86,67,40,47%,5.85  10-6,5.85  10-6,1.00
17,Spreads,,,,,,,,,,,
18,Tapenade,8,7,3,36%,12,10,5,37%,0.58,0.58,0.46
19,Shaped foods,,,,,,,,,,,
20,Cheese,33,34,8,24%,23,31,13,55%,0.76,0.76,0.40
