,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,ODA as a,TotalODA,,,,
1,,,Growth rate of ODA(2015prices,Growth rate of ODA(2015prices,Growth rate of ODA(2015prices,,percentage,(millions,,,,
2,,,andexchangerates),andexchangerates),andexchangerates),,of GNI,of dollars),Bilateral,,Multilateral,
3,,,,,,,,,,Total,,
4,Donorgroup,1996-,2006,,,,,,,(United Nations,United,
5,or country,2006,2014,2015,2016,2017,2017,2017,Total,&Other),Nations,Other
6,TotalDAC countries,5.1,1.5,6.1,10.6,-0.5,0.31,146646,71.5,28.5,4.9,23.6
7,TotalEU,4.8,1.2,12.5,14.4,-1.1,0.49,82718,64.8,35.2,5.2,30.0
8,Austria,9.9,-4.8,25.3,22.6,-26.1,0.30,1251,48.0,52.0,2.0,50.0
9,Belgium,6.6,0.4,-7.9,19.3,-8.2,0.45,2204,57.9,42.1,7.5,34.6
10,Denmark,0.5,1.1,1.5,-7.5,-2.3,0.72,2401,69.7,30.3,10.7,19.6
11,Finland,6.2,5.7,-7.6,-18.2,-3.3,0.41,1054,49.3,50.7,11.6,39.1
12,Francea,2.2,-1.8,0.7,6.4,14.9,0.43,11363,57.5,42.5,6.9,35.5
13,Germany,2.9,3.7,27.0,36.5,-3.6,0.66,24681,78.8,21.2,2.0,19.2
14,Greece,7.4,-8.0,16.6,56.4,-16.6,0.16,314,27.0,73.0,4.3,68.7
15,Ireland,14.2,-2.8,-1.9,12.0,-2.4,0.30,808,57.3,42.7,9.9,32.8
16,Italy,1.7,-1.0,18.4,26.5,10.2,0.29,5734,50.4,49.6,4.3,45.3
17,Luxembourg,11.2,1.4,1.2,9.5,4.3,1.00,424,71.7,28.3,10.2,18.1
18,Netherlands,3.1,-1.5,21.9,-13.5,-2.9,0.60,4955,71.3,28.7,10.0,18.7
19,Portugal,3.0,-0.8,-16.1,10.2,6.9,0.18,378,29.6,70.4,3.3,67.1
20,Spain,8.5,-9.8,-11.5,202.5,-44.3,0.19,2415,33.7,66.3,3.4,63.0
21,Sweden,6.6,3.0,36.9,-31.0,9.9,1.01,5512,68.3,31.7,12.2,19.5
22,United Kingdom,10.6,5.0,3.3,8.0,2.1,0.70,17940,62.4,37.6,4.3,33.2
23,Australia,4.3,4.2,-3.7,-6.4,-15.8,0.23,2957,80.0,20.0,4.6,15.4
24,Canada,3.2,-0.5,17.6,-5.3,4.7,0.26,4305,72.6,27.4,5.3,22.1
25,Japan,3.3,-2.5,8.7,1.5,13.9,0.23,11475,70.4,29.6,4.1,25.5
26,New Zealand,6.4,2.9,3.7,-0.4,-6.7,0.23,436,81.9,18.1,10.3,7.8
27,Norway,3.3,3.4,10.8,7.9,-10.0,0.99,4123,75.8,24.2,10.2,14.0
28,Switzerland,4.4,5.1,6.0,4.5,-13.9,0.46,3097,73.9,26.1,7.7,18.4
29,United States,7.3,2.6,-7.4,9.7,0.6,0.18,35261,85.9,14.1,3.4,10.7
