,0,1,2,3,4,5,6,7,8,9,10
0,,,,,,Hazard ratio (95% confidence interval),Hazard ratio (95% confidence interval),Hazard ratio (95% confidence interval),,,
1,,,Model1,,Model 2,,Model 3,,Model4,,Model5
2,Age (vs 4959 years),,,,,,,,,,
3,60-69 years,1.84,1.23-2.73**,1.86,1.23-2.78)**,2.00,(1.33-3.01)**,1.87,1.25-2.81)***,1.93,1.28-2.92)***
4,70 years,3.04,(2.00-4.62)***,3.10,1.96-4.90***,3.19,2.03-5.00***,3.15,2.02-4.92)***,3.20,2.04-5.01***
5,Region of residence,1.35,(0.99-1.86),1.35,(0.991.86),1.30,(0.93-1.80,1.38,(1.01-1.90),1.31,(0.95-1.81)
6,(Western vs Eastern Japan),,,,,,,,,,
7,Height(per1SD increase),,,1.04,(0.85-1.26),,,,,,
8,Weight (per1SD increase),,,0.95,(0.79-1.15),,,,,,
9,BMI (kg/m2),,,,,,,,,,
10,<20,1.36,0.84-2.20),,,1.44,(0.88-2.34),1.35,0.83-2.18,1.37,(0.85-2.22)
11,>20-22.4,1.16,0.75-1.79),,,1.12,0.71-1.75),1.16,(0.75-1.80),1.17,0.75-1.82
12,22.5-24.9,,(Reference),,,,(Reference),,(Reference),,(Reference)
13,25,1.09,(0.71-1.68),,,0.98,(0.62-1.53),1.09,0.71-1.68,1.10,(0.72-1.70)
14,Current smoking,,,,,0.61,(0.27-1.41),0.60,(0.26-1.36),0.57,0.25-1.30)
15,Current alcohol intake,,,,,1.40,0.60-3.24),1.34,(0.58-3.09),1.31,(0.56-3.04
16,Current regular exercise,,,,,1.72,(0.86-2.78),1.67,1.08-2.63*,1.67,1.06-2.63
17,Serum albumin,,,,,0.95,0.77-1.17,,,,
18,Total energy intake:,,,,,,,0.98,0.83-1.16,0.98(0.83-1.16),0.98(0.83-1.16)
19,Protein intaket,,,,,,,0.94,0.78-1.13,,
20,Calcium intaket,,,,,,,1.10,(0.92-1.31),,
21,Meats intaket,,,,,,,,,1.03,(0.87-1.21)
22,Fish and shellfish intake,,,,,,,,,1.03,0.87-1.23)
23,Vegetable intaket,,,,,,,,,0.85,(0.72-1.01)
24,Milk and dairy products intaket,,,,,,,,,0.98,(0.83-1.16)
25,Fruits intaket,,,,,,,,,1.04,(0.871.23)
26,Cerealst,,,,,,,,,1.03,(0.87-1.23)
27,Ricet,,,,,,,,,0.99,0.84-1.17
28,Soybeant,,,,,,,,,1.11,(0.96-1.28)
29,Mushroomst,,,,,,,,,1.07,0.901.27)
