,0,1
0,,1bl[]LC1
1,pogocuesclgousojlajggce,
2,pHjlollssojlbyolaejl,
3,9 Jw sg> wW cLySb gxas g TSS g TA,sLjO1joaalwsLg1[i]gsoWgWlgW
4,gDPPH u9 a) 1wSIi Cb 9 J5 wygM,
5,Li oKwWj1a k y cLsaga pjy cLWjl pLiI,
6,Loagowslslbrgcolybl.uu,j1osLewl aj  pjY asg salc ClebI a sws
7,,ISLpHoily
8,glaagogaayJybaOjgxbsla,
9,gaglsldgaJgbaijiias,
10,slagcl-r-y,
11,ITA TSS pH cS.j11-1-r-Y,
12,JiJlxsy pH oKws j1 osliaw1 L,
13,jI pH(pH-Meter CG 824,
14,[rgr]ssogwa,La95g 1go-Y
15,slagiclp-t-r,
16,(TPC) jS ju s1g syS.j1s1-1-e-Y,
17,[i]wlsoyohw,
18,(TFC) jS wggXi s1gu SxS.j1s1-Y-e-Y,SlCnmi l yA Wwl.LySb iyj1 sl1 g oy
19,,sesbjhlgysayapsrg10a
20,,ClwlabrdyslwgowaulsliciLala
21,UwL Looyhes J5 wygdb ilj. oslel gaiy,
22,lsogolehligJlph,tosllneoaligjlwjgr.glos
