,0,1,2,3,4,5,6
0,Cancer site,Exposure (mg/day),Measure,Non-consumers,Lower consumers2,Higher consumers2,p-trend
1,Obesity-related cancers,Total artificial sweeteners,Participants/incident cases,"64,892/1,232","18,986/433","18,987/358",
2,,,HR (95% CI)-minimally adjusted,,1.20 (1.08 to 1.34),1.17 (1.04 to 1.32),0.001
3,,,HR(95% CI)-fully adjusted,,1.08 (0.97 to 1.21),1.13(1.00 to 1.28,0.036
4,,Aspartame,Participants/Incident cases,"74,169/1,401","14,345/337","14,351/285",
5,,,HR (95% CI)-minimally adjusted,,1.17 (1.04 to 1.31),1.17 (1.03 to 1.33),0.003
6,,,HR(95% CI-fully adjusted,1,1.08 (0.96 to 1.22),1.151.01 to 1.32,0.026
7,,Acesulfame-K,Participants/Incident cases,"67,662/1,275","17,601/457","17,602/291",
8,,,HR95% CI-minimally adjusted,,1.18 (1.05 to 1.31),1.171.02 to 1.35),0.004
9,,,HR(95% CI-fully adjusted,1,1.09 (0.97 to 1.22),1.13(0.97 to 1.30,0.064
10,,Sucralose,Participants/Incident cases,"88,867/1,756","7,005/167","6,993/100",
11,,,HR (95% CI)-minimally adjusted,,1.14 (0.97 to 1.33),0.90 (0.73 to 1.11),0.899
12,,,HR95% CI-fully adjusted,1,0.98 (0.84 to 1.16),0.87 (0.71 to 1.07),0.230
