,0,1
0,9Z9= osgx OL3U1jo1 L Ll ssFs J5 Jg6 Oljx,
1,,UaoL UV-B jLuw jI osLbw1 3b j1.CaIw coL
2,Ws d w1g galI j1 osbwI:GIwwSIi1 cwWs,"Gosgx dS bsI j1.cu1 dea1s Gs I, Lodiga Col aa"
3,,sloolgscogleogogajaaSagb;caolccl
4,L ouacsgsslodgasl1icub,Py 1 CoL dw yS SH5 Ow 1aga CoL s 1 JgLa
5,ysLao gs5 s1;1 L osgx;1 oslbw1 bj1.ss5 ga,
6,,I9 aTd arA) LL CiL Saw yUV-B
7,,UoLug  Olgic d C Uolug:SwgLw1 wwI g1j
8,Sosgx ya OLoj Caoj1 oslbw1 d51.Oga Lodga,
9,Hgl   Gog ys(T1 a9) s15 o1ab,Laa Co a slodiga(19) Cul 5WgLa1 w
10,,Cww OsS Sa5 gLo3 cao5 JWs d w65 yIs UV-B
11,glalgusosgxs59gd.-p.-r-eo),l1 oole1LoSasgGWaagj
12,(Fi)calsaoLugss.Lssr.jlwgss,OsS Sa g CgolojLUaw gbjao osLbwI d s1s
13,gaLT g UV-B LaJ uw jI osLw1 :5w> sLos3.9,s(9)c1s gw1 ww1 bi>xsglboy1 sjaw
14,y g col mb cloga  S|sSg: go,LouSasg1gollsog
15,d uu oua Saisgsslodga5cyi cl,"gLjao osLw1 aS s1s gLa ZW.wsS 5""x EIs s1g9"
16,seciLgpbjlouaLaaslodigaagb,Wu1 xe bo ww els slga g Cgolo yla
17,jssSaccywaolosloLacajloslbwl g,SWgw1 wwI o1jo d y g aoL a1jo1 Wg
18,,(r-)ciLob
19,,3sS Sa> pKeo LoJg6 L d5 LsTj1:J5 Jgi g1ueo
20,maayLutW(.r..r.)sssoaSaog.,
21,Ygo 5WgLwTuwI jLaUa jI oLw1 d s1s gLaj,
22,.in)clsJws,dS b1j1(r9 a) wLcaoL Jg oljocWy
23,Olgic agaL1 g UV-B gx y1gwyxTW cB gbd,OxI OW dLo1(rT) CwI Jg CLSy jI jLw gaL
24,,Cogoulg golIl oua laslodigaddgiclsy
25,L sUV-BLaS s1sgLa gIss1g9d,wL gaLI L owLa sloaigai s JB Jg9 laao ya1jg
26,,UV-B LUw Co da3s 9. dS Gbdga Omixas
27,oW Sa sbodga SWgA uaoL 9 sew uaoL,UV-B jLaa Coi daos Ir.dS GLodigaj Cums xsg
28,Yww goL1 g UV-B yLo*w jLjao osLiw1 .vsJ,Ox1 d wlgcoaS wogSya J5 Jg9 sl1s woS ol
29,doL d Cwmi dga 5i bo>U 9 y 5 C1ye,og JgLw olg.S sLoJgLw Cus L soSgixaS waL W
30,,ua1;o1 uw oI g| g ou dg9 cLy s;Lws1;1 cag
