,0,1,2,3,4,5,6,7,8,9,10
0,Category,Subcategory,Studies no,N,Tau2,Chi2, p value for,12,Z, p value for,Mean difference
1,Category,Subcategory,,,,,heterogeneity,,,overall effect,
2,Dosage,109 or lower,2,76,1,0.23,0.63,0,0.58,0.559,0.08 (0.34 to 0.18)
3,,1010 or higher,3,81,0.35,8.47,0.01,76,4.23,<0.0001,1.74 (0.932.54)
4,Ethnicity,Japanese,2,76,1,0.23,0.63,0,0.58,0.559,0.08 (0.34 to 0.18)
5,,Iranian,3,81,0.35,8.47,0.01,76,4.23,<0.0001,1.74 (0.932.54)
6,Mean age,<70,2,76,1,0.23,0.63,0,0.58,0.559,0.08 (0.34 to 0.18)
7,,>70,3,81,0.35,8.47,0.01,76,4.23,<0.0001,1.74 (0.932.54)
8,Disease,Elders without,2,76,1,0.23,0.63,0,0.58,0.559,0.08 (0.34 to 0.18)
9,,diagnosed AD,,,,,,,,,
10,,AD,3,81,0.35,8.47,0.01,76,4.23,<0.0001,1.74 (0.932.54)
