,0,1,2,3,4,5,6,7,8,9,10
0,,Denmark 201 1,Denmark 201 1,Finland 2017,Finland 2017,Iceland 2010,Iceland 2010,Norway 2010,Norway 2010,,Sweden 2010
1,,,(1875 years),(1874 years),(1874 years),(18-80 years),(18-80 years),(1870 years),(1870 years),(1880 years),(1880 years)
2,,Men,Women,Men,Women,Men,Women,Men,Women,Men,Women
3,,"(n = I,464)","n=1,552",(n=780),n=875),n=632,n=680,(n = 862),(n = 925),n=792,"n=1,005"
4,"Vitamin A, retinol",,,,,,,,,,
5,equivalents (RE),"1,556","1,110",911,747,"1,346",960,"1,011",769,812,829
6,"Vitamin D, g",5.3,4.3,13,10,9.7,6.6,6.7,4.9,7.6,6.4
7,"Vitamin E, mg",9.5,8.8,11.8,10.2,11.6,9.4,12,10,13.2,11.7
8,"Vitamin B, mg",1.6,1.2,1.4,1.1,1.4,1.1,1.9,1.4,1.4,1.1
9,"Vitamin B, mg",2.0,1.6,2.0,1.6,2.0,1.4,2.1,1.6,1.7,1.4
10,"Niacin, niacin equiv",,,,,,,,,,
11,alents (NE),40,30,39,29,41,29,,,41,32
12,"Vitamin Ba, mg",1.8,1.4,2.2,1.8,1.8,1.4,1.9,1.5,2.3,1.8
13,"Folate,g",370,329,247,222,304,248,279,231,266,253
14,"Vitamin B2, g",8.0,5.6,6.6,4.9,8.4,5.5,8.9,6.0,6,5
15,"Vitamin C,mg",113,115,98,,103,101,105,111,93,96
16,"Sodium, mg","4,400","3,200","3,334","2,491","3,772","2,600","3,600","2,500","3,591","2,746"
17,"Potassium,g",3.9,3.2,4,3.4,3.4,2.6,4.2,3.4,3.4,2.9
18,"Calcium, mg","1,188","1,038","1,182",984,"1,034",820,"1,038",811,945,820
19,"Phosphorus,mg","1,782","1,384","1,710","1,357","1,788","1,316",,,"1,541","1,242"
20,"Magnesium, mg",424,342,404,337,335,263,439,346,364,305
21,"Iron,mg",13,10,11,10,12.5,9.4,13.0,9.9,11.5,9.5
22,"Zinc,mg",14.1,10.5,13,10,12.4,8.8,,,12.4,9.5
23,"Copper,mg",-,,1.3,1.1,1.3,1.1,,,,
24,"Selenium,g",61,46,88,68,83,60,,,50,42
25,"lodine,g",268,227,229,185,195,142,,-,-,-
