,0,1,2,3,4,5,6,7
0,Cluster,"Altitude Range(m,asl)",No. of plots,Species,Shannon diversity index,Shannon diversity index,Whittaker's diversity,Whittaker's diversity
1,,,,richness (S),Species,Species,a-diversity,w-diversity
2,,,,,diversity (H),evenness (J),,
3,1,1600-1900,19,101,4.09,0.88,24.11,4.18
4,2,840-1250,13,71,3.82,0.89,19.69,3.60
5,3,2300-2448,9,58,3.62,0.89,14.00,4.14
6,4,1850-2300,29,186,4.36,0.83,29.20,6.36
7,3,1640-1850,8,55,3.64,0.90,16.25,3.38
8,6,1600-1800,5,46,3.53,0.92,24.40,1.88
9,7,1200-1500,7,91,4.16,0.92,30.66,2.96
