,0,1,2
0,Characteristics,5-9 Years,10-19 Years
1,,"n=10,298)",(n=9824)
2,,% (95% CI),% (95% CI)
3,Age in years,,
4,Mean (95% CI),7.02 (6.977.07),14.3 (14.214.4)
5,Sex,,
6,Boys,51.2 (49.253.2),49.5 (47.251.9)
7,Girls,48.8 (46.850.8),50.5 (48.152.8)
8,Residence,,
9,Urban,22.9 (19.826.3),24.6 (21.028.5)
10,Rural,77.1 (73.780.2),75.4 (71.579.0)
11,Wealth Index,,
12,Poorest,17.8 (15.620.2),17.9 (15.420.8)
13,Poor,21.1 (19.123.1),20.7 (18.822.7)
14,Middle,22.4 (20.724.2),21.0 (19.322.9)
15,Rich,20.9 (19.122.8),21.1 (19.323.0)
16,Richest,17.9 (16.319.6),19.3 (16.921.8)
17,Mother's Schooling,,
18,Primary,48.3 (45.651.0),15.6 (13.318.3)
19,Secondary,39.4 (37.141.7),69.1 (66.2-71.8)
20,Higher Secondary,6.75.8-7.7,10.1 (7.812.9)
21,Graduation and above,5.6 (4.96.5),5.2 (4.36.4)
22,Father's Occupation,,
23,Professional,9.4 (8.210.8),10.8 (9.012.9)
24,Sales and services,24.8 (22.827.0),24.6 (22.726.6)
25,"Manual, Agriculture",51.6 (48.954.3),48.9 (46.251.5)
26,Others,14.1 (12.516.0),15.713.5-18.2
27,Child schooling,,
28,Yes,91.8 (90.592.9),81.7 (79.583.7)
29,No,8.2 (7.19.5),18.3 (16.320.5)
30,Stunting,,
31,No Stunting (HAZ<-2SD),79.4 (77.781.1),73.3 (71.0-75.5)
32,Moderate (HAZ-3 to -2SD,15.3 (13.9-16.7),20.6 (18.622.7)
33,Severe(HAZ<-3SD),5.3 (4.56.3),6.1 (5.17.2)
34,Thinness,,
35,Not present(HAZ<-2SD),75.5 (73.777.2),76.7 (74.678.7)
36,Moderate (WHZ:- 3 to -2SD),19.2 (17.620.8),17.0 (15.318.9)
37,Severe(WHZ<-3SD),5.4 (4.56.4),6.3 (5.47.3)
38,Hypoalbuminemia (<3.5 g/dL),,
39,Yes,1.2 (0.81.7),1.0 (0.71.6)
40,No,98.8 (98.399.2),99.0 (98.499.3)
41,Drinking water source,,
42,Piped and Improved,87.7 (85.489.6),88.0 (86.089.9)
43,Non-piped and Improved,8.4 (6.710.4),8.4 (6.910.2)
44,Unimproved,3.9 (3.15.0),3.6 (2.84.7)
45,Handwashing,,
46,Basic,47.2 (44.450.1),47.9 (45.1-50.8)
47,Limited,38.1 (35.241.0),35.7 (33.038.4)
48, No facility,14.7 (12.717.0),16.4 (14.119.0)
49,Sanitation,,
50,Improved and Not shared,40.0 (37.342.8),47.7 (44.750.7)
51,Improved and Shared,12.2 (10.813.9),8.5 (7.59.7)
