,0,1,2,3,4
0,Characteristics,5-9 years,,10-19 years,
1,,VAD % (95% CI),,VAD % (95% CI),
2,,Unadjusted for,Adjusted for,Unadjusted for,Adjusted for
3,,inflammation,inflammation*,inflammation,inflamma-
4,,,,,tion*
5,No facility,25.6a,18.9a,12.2a,12.3ac
6,,(18.434.3),(17.320.6),(8.517.1),(10.9-13.8
7,Sanitation,,,,
8,Improved and Not shared,17.3a,15.5a,12.8a,10.6a
9,,(15.020.0),(14.816.3),(10.6-15.3),10.1-11.2
10,Improved and Shared,18.gab,16.1a,16.9a,13.7b
11,,(14.024.7),(14.817.6),(12.522.5),(12.315.2)
12,Unimproved,25.6b,23.6b,18.2a,18.9bc
13,,(21.230.6),(22.724.5),(14.123.2),(18.0-19.7)
14,Stunting,,,,
15,No stunting (HAZ<-2SD),21.4a,19.1a,15.6a,14.7a
16,,(18.424.8),(18.519.8),(13.0-18.7),(14.215.3)
17,ModerateHAZ-3 to-2SD,23.7a,21.1a,15.6a,13.8a
18,,(19.029.2),(19.622.6),(10.622.3),(12.814.9)
19,SevereHAZ<-3SD,21.9a,22.5a,18.2a,18.1c
20,,(15.330.3),(19.925.3),(12.525.7),(15.920.5)
21,Thinness,,,,
22,Not present(WHZ<-2SD,21.9a,19.5a,15.5a,14.7a
23,,(18.925.1),(18.920.2),(12.918.6),(14.1-15.3)
24,Moderate(WHZ-3 to-2SD,20.8a,19.8a,15.5a,15.4a
25,,(16.825.6),(18.521.2),(11.6-20.4),(14.216.6)
26,SevereWHZ<-3SD,24.8a,20.1a,20.0a,14.3a
27,,(16.535.6),(17.7-22.7),(14.5-26.9),(12.516.3)
