,0,1,2,3,4,5,6,7
0,Treat,Weigh of the,Weigh of 50,Pulp,Peel weight,Dry peel,Yield,Humidity
1,ment,bunch,grapes,weight,(g),weight,(%),(%)
2,ment,bunch,(g),(g),(g),weight,(%),(%)
3,11,708.87b*,132.90 a,113.50 a,11.46 a,2.53 a,22.09 b,77.91 a
4,22,752.90 b,133.83 a,109.87 b,12.46 a,2.56a,20.13 b,79.81 a
5,33,807.80 b,138.20 a,118.90 a,12.06 a,2.46 a,20.53 b,75.47 a
6,44,900.63 a,125.47 b,109.80 b,11.16 a,2.43 a,21.81 b,78.19 a
7,55,683.63 b,122.80 a,106.73 a,10.40 a,2.56 a,24.05 a,75.35 b
8,66,779.63 b,135.83 a,118.93 a,12.36 a,2.50 a,20.27 b,79.73 a
9,77,632.60 b,131.93 a,114.13a,11.83 a,2.63 a,22.60 b,77.40 a
10,88,637.80 b,120.83 b,102.17 b,12.10 a,2.86 a,23.74 a,76.26 a
11,99,907.13 a,139.43 a,120.43 a,12.83 a,3.13 a,24.43 a,79.57 a
