,0,1,2,3,4,5,6
0,,,,HR (95% CI),,P rend,HR (95% CI) for
1,,Q1,Q2,Q3,Q4,P rend,1-SD increment
2,Total fat,,,,,,
3,Median,19.1,25.49,30.4,37.91,,
4,Cases/PYs,"78/314,140","57/317,582","53/318,083","64/318,040",,
5,Model1,1.00 (ref.),"0.78 (0.55, 1.10)","0.77 (0.54, 1.10)","1.03 (0.74, 1.44)",0.979,"1.00 (0.88, 1.13)"
6,Model 2,1.00 (ref.),"0.81 (0.57, 1.15)","0.83 (0.58, 1.20)","1.11 (0.79, 1.57)",0.611,"1.03 (0.90, 1.17)"
7,Saturated fat,,,,,,
8,Median,4.99,7.17,8.98,11.68,,
9,Cases/PYs,"70/314,024","63/316,819","57/318,343","62/318,659",,
10,Model 1,1.00 (ref.),"0.97 (0.69, 1.37)","0.96 (0.67, 1.36)","1.12 (0.80, 1.59)",0.569,"1.01 (0.89, 1.15)"
11,Model 2,1.00 (ref.),"1.04 (0.73, 1.47)","1.05 (0.73, 1.51)","1.25 (0.87, 1.79)",0.246,"1.06 (0.93, 1.20)"
12,Monounsaturated fat,Monounsaturated fat,,,,,
13,Median,7.56,10.76,13.31,17.47,,
14,Cases/PYs,"73/314,453","66/316,713","56/318,161","57/318,517",,
15,Model1,1.00 (ref.),"0.96 (0.68, 1.34)","0.87 (0.61, 1.24)","1.00 (0.71, 1.43)",0.850,"1.03 (0.91, 1.17)"
16,Model 2,1.00 (ref.),"0.99 (0.70, 1.39)","0.93 (0.65, 1.34)","1.08 (0.75, 1.55)",0.788,"1.06 (0.93, 1.21)"
17,Polyunsaturated fat,,,,,,
18,Median,4.88,6.51,7.88,10.14,,
19,Cases/PYs,"69/317,698","55/317,881","59/317,449","69/314,818",,
20,Model1,1.00 (ref.),"0.80 (0.56, 1.15)","0.86 (0.60, 1.22)","1.00 (0.72, 1.40)",0.900,"1.00 (0.89, 1.14)"
21,Model 2,1.00 (ref.),"0.83 (0.58, 1.20)","0.88 (0.62, 1.26)","1.02 (0.73, 1.45)",0.816,"1.00 (0.89, 1.13)"
22,M:S ratio,,,,,,
23,Median,1.24,1.43,1.57,1.8,,
24,Cases/PYs,"66/318,339","59/316,417","67/315,637","60/317,452",,
25,Model 1,1.00 (ref.),"0.87 (0.61, 1.24)","0.94 (0.66, 1.33)","0.92 (0.65, 1.30)",0.730,"1.00 (0.91, 1.10)"
26,Model 2,1.00 (ref.),"0.83 (0.58, 1.19)","0.90 (0.63, 1.28)","0.88 (0.62, 1.25)",0.591,"1.00 (0.90, 1.10)"
27,P:S ratio,,,,,,
28,Median,0.63,0.81,0.99,1.32,,
29,Cases/PYs,"57/320,731","46/318,888","72/315,453","77/312,772",,
30,Model 1,1.00 (ref.),"0.73 (0.50, 1.09)","1.03 (0.72, 1.46)","1.04 (0.73, 1.47)",0.411,"1.00 (0.89, 1.11)"
31,Model 2,1.00 (ref.),"0.73 (0.49, 1.08)","0.98 (0.68, 1.40)","0.94 (0.66, 1.34)",0.813,"0.99 (0.88, 1.12)"
32,(M + P):S ratio,,,,,,
33,Median,1.96,2.29,2.58,3.02,,
34,Cases/PYs,"50/319,910","63/318,170","65/316,026","74/313,739",,
35,Model 1,1.00 (ref.),"1.22 (0.84, 1.77)","1.13 (0.77, 1.64)","1.26 (0.88, 1.80)",0.308,"1.00 (0.90, 1.10)"
36,Model 2,1.00 (ref.),"1.18 (0.81, 1.72)","1.07 (0.73, 1.57)","1.15 (0.80, 1.66)",0.607,"0.99 (0.9, 1.10)"
