,0,1,2,3
0,,Rural (R) n. (%),Semi-Urbanized (SU) n.(%),Urban (U) n. (%)
1,Participants (n = 159),54 (34.0),55 (34.6),50 (31.4)
2,Fathers/mothers (n =26/40),8 (30.8)/19 (47.5),9 (34.6)/11 (27.5),9 (34.6)/10 (25.0)
3,Offspring (n = 93),27 (29.0),35 (37.6),31 (33.4)
4,Males/females (n = 44/49),14 (31.8)/13 (26.5),16 (36.4)/19 (38.8),14 (31.8)/17 (34.7)
5,,Age distribution (years),,
6,<5 (n=27),11 (40.7),6 (22.3),10 (37.0)
7,5-13 (n = 43),12 (27.9),19 (44.2),12 (27.9)
8,14-18 (n=13,2 (15.4),7 (53.8),4 (30.8)
9,>1877 (n = 76),29 (38.1),23 (30.3),24 (31.6)
10,Parents/caregivers (n = 66),27 (40.9),20 (30.3),19 (28.8)
11,,Religion of Parents/caregiver,,
12,Muslim,6 (22.2),7 (35),8 (42.1)
13,Christian Catholic,7 (25.9),5 (25),9 (47.4)
14,Christian Protestant,2 (7.5),6 (30),2 (10.5)
15,Traditional (animist),12 (44.4),2 (10),0 (0)
16,,Education level of parents/caregivers,Education level of parents/caregivers,
17,Males,,,
18,No school education,8 (100),7 (77.8),1 (11.1)
19,Primary school,0 (0),0 (0),3 (33.3)
20,Intermediate,0 (0),1 (11.1),3 (33.3)
21,High or more,0 (0),1 (11.1),2 (22.2)
22,Females,,,
23,No school education,18 (94.7),9 (81.8),0 (0)
24,Primary school,1 (5.3),2 (18.2),2 (20)
25,Intermediate,0 (0),0 (0),6 (60)
26,High or more,0 (0),0 (0),2 (20)
27,,Occupation of parents/caregivers,,
28,Males,,,
29,Manual worker,8 (100),8 (88.9),4 (44.4)
30,Professional,0 (0),1 (11.1),4 (44.4)
31,Retired,0 (0),0 (0),1 (11.2)
32,Females,,,
33,Housewife/farmer,19 (100),11 (100),4 (40)
34,Student,0 (0),0 (0),1 (10)
35,Manual worker,0 (0),0 (0),1 (10)
36,Professional,0 (0),0 (0),4 (40)
37,,School attendance among children at school age (6-16 y),School attendance among children at school age (6-16 y),
38,Attending,0 (0),21 (100),12 (85.7)
