,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,6001'966'0,,,,,,,,90010001,611100,,11101,,,,
1,,10.2,289'0,,,,0715,,001,,,1001,,11441,1441,,
2,,,9908000,,,,,,060180,1010001,971'0690,,,,,,
3,,660,,1241,,,,,9001,001,26'0,000,0690,,144415,,
4,,866'0'886'0,,,,,,,,,,,,,,,
5,RM,*66'0,111'1,1441,,,,,,100'1,1011,116'0,,,861'1,11111,
6,,100'1'0660,,,,,,,1018160,9001'0001,,9001'089'0,,,1619501,,
7,,9660,,,,,,,$960,,601'1,,001,1002,,,801'1
8,,,,,,1112101,,,,0011001,8E71'918'0,187'118'0,,1111110,,,
9,RM,6660,,11111,,,158'0,,866'0,,S00'1,,,160,9601,,
10,,0011660,,,,,,,,00'1000'1,,150'1'112'0,01160,,,,
11,RM,9660,1001,,,,8090,610,1860,10221,9011,$98'0,1414,,,,9601
12,,,,,U,AR,,,,,,,Cerro,,,,
