,0,1,2
0,Tabla 2.Validez relativa entre el CFA-UP1y el RA-3d a,Tabla 2.Validez relativa entre el CFA-UP1y el RA-3d a,Tabla 2.Validez relativa entre el CFA-UP1y el RA-3d a
1,nivel de grupo,,
2,,Prueba T,Diferencia
3,,pareada,porcentual
4,,(valor-p),media(%)
5,Energia total (kcal/d),"0,001","5,96"
6,Carbohidratos(g/d),"<0,001","22,00"
7,Proteinas (g/d),"0,523","-0,55"
8,Grasas totales (g/d),"0,005","-5,38"
9,AGS(g/d),"0,104","-0,75"
10,AGMI (g/d),"0,01","-4,83"
11,AGPI (g/d),"<0,001","-21,30"
12,Colesterol(mg/d),"0,032","14,20"
13,Fibra (g/d),"<0,001","88,10"
14,,AGS:Acidos grasos saturados;,
15,,AGMI: Acidos grasos monoinsaturados;,
16,AGPIAcidos,,
