,0,1,2,3,4,5,6,7,8,9
0,, Mean vitamin D intake (g/d)t, Mean vitamin D intake (g/d)t, Mean vitamin D intake (g/d)t,,,Mean plasma 25(OHD(nmol/l,Mean plasma 25(OHD(nmol/l,,
1,Age,Males,Females,Both,Males,% below 25 nmol/l,Females,%below 25nmol/l,Both,%below 25 nmol/l
2,4-6 months*,-,-,10.0,-,,-,,-,-
3,7-9 months*,-,-,8.9,,-,-,,-,-
4,10-11 months*,-,-,7.7,,-,-,,-,-
5,12-18 months,-,-,3.9,,-,-,,-,-
6,5-11 months,-,-,-,-,-,-,,68.6,6
7,12-18 months,-,-,2.9,-,-,-,,64.3,2
8,1.5-3 years,-,-,2.9,,-,54.8,1,-,-
9,4-10 years,2.5,2.8,,53.2,8,54.8,13,41.9,26
10,11-18 years,2.5,4-6,,45.4,15,37.9,39,41.9,26
11,19-64 years,4.5,3.9,,44.0,19,48.0,16,46.1,17
12,65+ years,5.1,6.2,-,50.0,11,51.6,15,50.8,13
