,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Study,Study details,,,,,Participant details,Participant details,,,,,,Outcomes,,
1,Author:,Study,Probiotic,Duration,Conc. of,Outcome,Model,Probiotic Placebo Mean age,Probiotic Placebo Mean age,Probiotic Placebo Mean age,Sex ratio,BMI,Ethnicity Effect,Ethnicity Effect,Compli-,Level of
2,,design,,of Tx,probiotic,measures,,,,,M:F,,,,cations,Evidence
3,,,,(weeks),CFU/,,,,,,,,,,,
4,,,,,day),,,,,,,,,,,
5,Tamtaji,RCT,L. acido-,12,6109,"MMSE,",AD,26,27,76.28.1,,20.73.2,Iranian,MMSE,,II
6,et al.,,"philus,",,,biomark-,,,,,,,,"scores,",,
7,[50],,B. bifi-,,,"ers,",,,,,,,,"hs-CRP,",,
8,,,"dum, B.",,,metabolic,,,,,,,,"hs-CRP,",,
9,,,longum,,,profiles,,,,,,,,"TAC,",,
10,,,,,,,,,,,,,,"GSH,",,
11,,,,,,,,,,,,,,Insulin,,
12,,,,,,,,,,,,,,"levels,",,
13,,,,,,,,,,,,,,HOMA-,,
14,,,,,,,,,,,,,,"QUICKI,",,
15,,,,,,,,,,,,,,Serum,,
16,,,,,,,,,,,,,,triglycer-,,
17,,,,,,,,,,,,,,ides and,,
18,,,,,,,,,,,,,,VLDL and,,
19,,,,,,,,,,,,,,total/HDL,,
20,,,,,,,,,,,,,,cholesterol,,
21,,,,,,,,,,,,,,levels,,
22,,,,,,,,,,,,,,were,,
23,,,,,,,,,,,,,,improved,,
24,,,,,,,,,,,,,,by probi-,,
25,,,,,,,,,,,,,,otic treat-,,
26,,,,,,,,,,,,,,ment in,,
27,,,,,,,,,,,,,,conjunc-,,
28,,,,,,,,,,,,,,tion with,,
29,,,,,,,,,,,,,,selenium,,
