,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,Young Women,,,,,,,Middle-Aged Women,,,
1,,Starch,Total,Free,Sucrose,Lactose,Glucose,Total,Starch,Total,Free,Sucrose,Lactose,Glucose,Total
2,,Starch,Sugars,Sugars,Sucrose,Lactose,Glucose,Fructose,Starch,Sugars,Sugars,Sucrose,Lactose,Glucose,Fructose
3,Intakes (g/day) 2,,,,,,,,,,,,,,
4,Mean,149.8,65.2,45.0,36.5,6.9,9.9,27.6,151.6,64.6,40.6,38.4,7.2,8.8,27.0
5,deviation,38.5,25.4,23.4,13.8,5.7,7.1,12.4,39.1,21.5,17.9,13.6,5.5,4.8,10.1
6,Contribution (%),,,,,,,,,,,,,,
7,Rice and grains,62.9,0.8,0,0.3,0,4.2,0.2,60.2,0.7,0,0.2,0,4.1,0.2
8,Bread,9.3,2.3,0,<0.1,1.9,3.6,1.9,10.4,2.4,0,<0.1,2.1,4.2,2.0
9,Noodle,9.8,0.4,0,0.1,0,0,0.1,9.9,0.4,0,0.1,0,0,0.1
10,Other grain,3.1,0.6,0.6,0.4,0.1,0.8,0.6,2.8,0.5,0.5,0.3,0.1,0.7,0.5
11,Potatoes,3.1,0.6,0.6,0.4,0.1,0.8,0.6,2.8,0.5,0.5,0.3,0.1,0.7,0.5
12,Potatoes,2.9,0.4,0,0.4,0,0.8,0.5,3.1,0.5,0,0.5,0,0.9,0.5
13,confectioneries,10.3,49.1,67.4,71.3,0,11.7,18.4,11.8,48.8,73.2,70.5,0,10.3,23.6
14,Pulses and nuts,0.3,3.1,2.7,3.4,0,6.4,2.5,0.3,3.8,0.4,4.2,0,7.4,3.3
15,Vegetables 3,0.4,7.1,0.3,2.0,0,21.0,8.1,0.5,8.3,0.4,2.3,0,26.5,9.6
16,Fruits,0.3,7.6,0.3,6.4,0,11.7,9.8,0.4,10.2,0.2,8.9,0,0.8,13.0
17,Fish and shellfish,0.2,0.9,1.3,1.4,0,0.5,0.95,0.2,1.4,2.3,2.1,0,0.8,1.53
18,Meats,<0.1,0.3,0.4,0.2,0,0.7,0.1,<0.1,0.2,0.4,0.2,0,0.7,0.1
19,Eggs,0,0.2,0,0,47.8,1.5,0,0,0.2,0,0,0,1.4,0
20,Dairy products,<0.1,9.2,4.0,3.9,47.8,0.7,2.7,<0.1,10.5,4.1,3.7,59.0,0.7,2.6
21,Fat and oil,<0.1,0.6,0.8,0.9,0.1,0.4,0.64,<0.1,0.5,0.7,0.7,0.1,0.4,0.51
22,Tea and coffee,0,0,0,0,45.9,0,33.0,0,0,0,0,35.7,0,29.5
23,beverages 4,<0.1,10.7,14.2,6.0,4.2,21.3,12.0,<0.1,6.7,9.6,4.5,3.0,12.5,7.6
24,Fruit and,,,,,,,,,,3.6,,,,
25,vegetable,0.1,4.8,6.3,1.9,0,8.7,6.6,<0.1,2.6,3.6,0.9,0,5.3,3.6
26,juice,,,,,,,,,,,,,,
27,beverages,0,<0.1,0,0,0,<0.1,<0.1,0,0.1,0,0,0,0.6,0.1
28,Seasonings,<0.1,1.8,1.4,0.8,0,5.8,1.5,<0.1,2.0,1.5,0.8,0,7.3,1.5
