,0,1,2,3,4,5
0,,Q1,Q2,Q3,Q4,
1,Men,,,,,
2,Person-years,"84,007","89,576","71,387","1,08,493",
3,All-cause mortality,,,,,
4,No.of death,1102,1023,956,1273,
5,Model 18,1.00 (ref.),0.91 (0.840.99),0.95 (0.871.03),0.84 (0.78-0.92),0.003
6,Model2c,1.00(ref.,0.94(0.86-1.02),0.98 (0.90-1.07),0.91 (0.84-0.99),0.174
7,Model 3'3,1.00 (ref.),0.94 (0.87-1.03),0.98 (0.901.07),0.93 (0.851.01),0.328
8,Cancer mortality,,,,,
9,No.of death,437,421,363,492,
10,Model 18,1.00 (ref.),0.95 (0.83-1.08),0.91 (0.79-1.04),0.83 (0.73-0.94),0.006
11,Model 2c,1.00 (ref.),0.98 (0.851.12),0.95 (0.821.09),0.90 (0.791.02),0.121
12,Model 33,1.00(ref.,0.99(0.86-1.13),0.96 (0.83-1.10),0.92 (0.81-1.05),0.237
13,CVD mortality,,,,,
14,No.of death,268,232,236,312,
15,Model 18,1.00(ref.,0.86 (0.72-1.02,0.96 (0.801.14),0.85 (0.72-1.00),0.339
16,Model 2c,1.00(ref.),0.88 (0.741.05),0.99 (0.831.18),0.93 (0.791.10),0.978
17,Model 33,1.00 (ref.),0.88 (0.741.05),0.99 (0.831.18),0.94 (0.79-1.11),0.972
18,Women,,,,,
19,Person-years,"98,927","93,883","1,01,276","1,02,466",
20,All-cause mortality,,,,,
21,No.of death,659,518,731,614,
22,Model 18,1.00(ref.),0.93 (0.831.05),1.00 (0.901.11),0.94 (0.841.05),0.644
23,Model 2c,1.00 (ref.),0.97 (0.871.09),1.04 (0.941.16),0.98 (0.88-1.10),0.722
24,Model 33,1.00(ref.,0.98 (0.87-1.10,1.05 (0.94-1.17),1.00 (0.89-1.12),0.574
25,Cancer mortality,,,,,
26,No.of death,228,161,235,215,
27,Model 18,1.00(ref.,0.82(0.67-1.01),0.94 (0.79-1.13),0.94 (0.78-1.14),0.723
28,Model 2c,1.00(ref.),0.85 (0.691.04),0.97 (0.801.16),0.98 (0.811.18),0.970
29,Model 33,1.00 (ref.),0.85 (0.691.04),0.98 (0.811.17),0.99 (0.821.21),0.899
30,CVD mortality,,,,,
31,No.of death,170,133,192,150,
32,Model 18,1.00 (ref.),0.96 (0.771.21),1.00 (0.81-1.23),0.90 (0.72-1.12),0.586
33,Model2c,1.00 (ref.),1.01 (0.81-1.27),1.05 (0.86-1.30),0.94 (0.751.17),0.917
34,Model 33,1.00(ref.),1.03 (0.82-1.30,1.06 (0.86-1.31),0.95 (0.76-1.20),0.976
