,0,1,2,3,4,5,6,7,8,9,10
0,,,,,Hazard ratio (95% confidence interval),Hazard ratio (95% confidence interval),Hazard ratio (95% confidence interval),Hazard ratio (95% confidence interval),,,
1,,,Model 1,,Model 2,,Model3,,Model 4,,Model5
2,Age (vs 4959 years),,,,,,,,,,
3,60-69 years,5.07,2.07-12.40)***,5.41,2.20-13.35***,6.10,(2.31-16.07***,5.05,(2.04-12.47***,5.10,2.05-12.68**
4,70years,12.24,(5.05-29.67***,14.26,(5.64-36.02***,14.63,5.51-38.83**,11.65,(4.65-29.18***,11.39,4.55-28.53)***
5,Region of residence,1.19,(0.72-1.97),1.18,(0.72-1.95,1.06,(0.63-1.79),1.21,(0.73-1.99),1.09,(0.65-1.83)
6,Western vs Eastern Japan),,,,,,,,,,
7,Height(per1SD increase),,,1.51,1.11-2.02**,,,,,,
8,Weight (per1SD increase),,,0.57,(0.410.79) ***,,,,,,
9,BMI (kg/m2),,,,,,,,,,
10,<20,2.23,1.10-4.46*,,,2.47,1.20-5.07*,2.19,1.08-4.41*,2.27,1.12-4.60*
11,2022.4,1.47,(0.732.92),,,1.41,(0.682.91),1.51,(0.763.02),1.56,(0.78-3.13)
12,22.524.9,,(Reference),,,1,(Reference),,(Reference),,(Reference)
13,25,0.73,(0.33-1.60,,,0.64,0.27-1.51,0.73,0.33-1.62,0.74,(0.33-1.63)
14,Current smoking,,,,,0.27,(0.04-1.93),0.24,(0.031.77),0.23,(0.031.64)
15,Current regular exercise,,,,,1.75,0.85-3.57,1.69,0.85-3.33,1.67,0.84-3.33
16,Serum albumin,,,,,0.93,0.67-1.29,,,,
17,Total energy intake,,,,,,,0.90,0.68-1.20,0.89,(0.67-1.18
18,Protein intake,,,,,,,0.88,(0.66-1.18),,
19,Calcium intake,,,,,,,1.06,0.81-1.39),,
20,Meats intaket,,,,,,,,,1.01,0.77-1.31
21,Fish and shellfish intaket,,,,,,,,,1.04,0.80-1.35
22,Vegetable intaket,,,,,,,,,0.63,0.47-0.86*
23,Milk and dairy products intaket,,,,,,,,,0.93,(0.71-1.21)
24,Fruits intake,,,,,,,,,1.09,(0.86-1.39)
25,Cerealst,,,,,,,,,1.06,0.80-1.41
26,Ricet,,,,,,,,,0.96,(0.73-1.26)
27,Soybeant,,,,,,,,,1.01,(0.80-1.29)
28,Mushroomst,,,,,,,,,0.89,(0.65-1.22
