,0,1
0,Song2013,phyticacid
1,,110
2,88Ki5,w/v72453
3,2003,Daihan ScientificSeoulKorea
4,7%787,N-1000EYELATokyoJapan
5,,dimethylsulfoxideDMSO
6,"(Song 5,2019.",
7,4145,Sigma-Aldrich Co.St.LouisMO
8,Y,USA
9,202055~70%20~25%,
10,0.52%5,
11,BB5,
12,"Hsieh ,1992; National Institute of Agricultural Sci-",85
13,ences2016,AOAC2000
14,7,105
15,Song52019,"CDS-80-1,Dasol Scientific Co.Ltd.Hwa"
16,A cyanidin,seongKorea600C
17,Song52013,
18,,=87SoxhletSoxtec Sys
19,,"tem HT 1043 extraction unit, Foiss Tecator, Hoganas"
20,Woo2010Jung2015Sung,Sweden
21,2020,"7]Kjeltec 2400 AUT,Foss Tector,Mulgrave,Austra"
22,,lia8Micro-Kjelhahl
23,,5.95
24,,CM-3500dMinoltaTokyoJapan
25,,.Hunter colorsysten
26,857,L**b*
27,7,L*=97.38a*=-0.02
28,,b*=1.66
29,,total starchassaykitK-TSTAMega
30,748,zymeBaryIreland
31,,100 mg80%0.2mLther
32,,"mostable a-amylase solution(300 U/mL,pH 7.0) 3 ml"
33,Lee2021,6
34,phyticacidKim52020, u200 mM sodium acetate buffe
35,,pH 4.5 4 mL amyloglucosidase 0.1 mL20 U >
36,87,"50CDS-23SNDasol Scientific,Hwa"
37,,seongKorea30
38,,100mL25mL
39,,"3,500 rpm10.0.1mLGOPOD re"
40,,agent3mL50C20
41,GeomguseulSeo,"UV spectrophotometer(Thermo Fisher Scientific,Wal"
42,"na,Arari,YeonduchaeChung",thamMAUSA510nm
43,"upat,HongeonHongjin,Huingu",glucose%
44,seulHuinnarae,%
45,2018,AACC1985
46,HMF,100mg95%1mL1N NaOH
47,3100SHanilWonjuKorea,mL100C20
