,0,1,2,3,4,5,6,7
0,,Country,As standard (g),Year ofGDP/Capita2019,Year ofGDP/Capita2019,WB Income Class (2019),Regulatory,Regulation
1,,Country,L),publication[20],,[31],Link,typea
2,"Sudan [88, 89]",,7,2009,$713,Low,,Standards Org.
3,"Swaziland [85, 86, 90, 91]","Swaziland [85, 86, 90, 91]",10,2015,"$4,090",LM,,Standards Org.
4,Tanzania [92-94],Tanzania [92-94],10,2018,"$1,089",LM,EAS,Standards Org.
5,The Gambia [95],The Gambia [95],50,2008,$778,Low,,Gov.Org.
6,Togo [96],,10,2015,$679,Low,,Gov.Org.
7,Tunisia [97],,10,2013,"$3,317",LM,,Standards Org.
8,Uganda [98],,10,2014,$794,Low,EAS,Standards Org.
9,Zambia [99],,10,2010,"$1,305",LM,,Standards Org.
10,Zimbabwe [100-104],Zimbabwe [100-104],10,2014,"$1,464",LM,,Standards Org.
11,The Americas,,,,,,,
12,Antigua and Barbuda (105]e,Antigua and Barbuda (105]e,10,2003,"$17,113",High,CARICOM,Law/Decree
13,Argentina [107],,10,2019,"$9,912",UM,,Law/Decree
14,Bahamas [108]c,,50,2010,"$34,864",High,CARICOM,Standards Org.
15,Barbados [109]c,,10,2017,"$18,148",High,CARICOM,Gov.Org.
16,Belize [110]e,,NA,,"$4,815",UM,CARICOM,
17,Bolivia [11],,10,2018,"$3,552",LM,,Gov. Org.
18,Brazi] [112],,10,2021,"$8,655",UM,,Law/Decree
19,Canada [113],,10,2020,"$46,195",High,,Gov.Org.
20,Chile [114],,10,2007,"$14,896",High,,Law/Decree
21,Colombia [115],,10,2007,"$6,429",UM,,Gov.Org.
22,Costa Rica [116],Costa Rica [116],10,2015,"$12,244",UM,,Law/Decree
23,Cuba [117],,50,2017,NA,UM,,Standards Org.
24,"Dominica ([18, 118]e","Dominica ([18, 118]e",10,2017,"$8,111",UM,CARICOM,Gov.Org.
25,Dominican Republic [119],Dominican Republic [119],50,2001,"$8,282",UM,,Gov.Org.
26,Ecuador [120],,100,2015,"$6,184",UM,,Law/Decree
27,El Salvador [121],El Salvador [121],10,2009,"$4,187",LM,,Standards Org.
28,"Grenada [122]c,d","Grenada [122]c,d",1,2005,"$10,809",UM,CARICOM,Law/Decree
29,Guatemala [124],Guatemala [124],10,2013,"$4,620",UM,,Standards Org.
30,Guyanac,,NA,,"$6,610",UM,CARICOM,
31,Haiti [125]e,,10,2017,"$1,272",Low,WHO,Gov.Org.
32,Honduras [126],,10,2007,"$2,575",LM,,Law/Decree
33,Jamaica [127]c,,NA,,"$5,582",UM,CARICOM,
34,Mexico (128)e,,10,2019,"$10,069",UM,,Law/Decree
35,Nicaragua [129],Nicaragua [129],50,2000,"$1,913",LM,,Law/Decree
36,Panama [130]f,,10,2007,"$15,731",High,,Law/Decree
37,Paraguay [131g,Paraguay [131g,500,2000,"$5,415",UM,,Law/Decree
38,Peru [133],,10,2017,"$6,978",UM,,Law/Decree
39,Saint Kitts and Nevisc,Saint Kitts and Nevisc,NA,,"$19,939",High,CARICOM,
40,Saint Luciac,,NA,,"$11,611",UM,CARICOM,
41,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,NA,,"$7,458",UM,CARICOM,
42,Suriname [134]c,Suriname [134]c,NA,,"$6,360",UM,CARICOM,
43,Trinidad and Tobago,Trinidad and Tobago,NA,,"$17,398",High,CARICOM,
44,United States [135],United States [135],10,2018,"$65,298",High,,Gov.Org.
45,Uruguay [136],,20,2010,"$16,190",High,,Standards Org.
46,Venezuela [137],Venezuela [137],10,1998,NA,UM,,Law/Decree
47,Asia,,,,,,,
48,Afghanistan [138],Afghanistan [138],50,2013,$507,Low,,Standards Org.
